timeframe,setup,side,rr,feature,bucket,trades,wins,losses,win_rate,win_rate_pct,thr_lo,thr_hi
1h,DL,short,1.0,pullback_from_new_high_pct,ALL,244,124,120,0.5081967213114754,"50,8%",,
1h,DL,short,1.0,pullback_from_new_high_pct,low15,37,24,13,0.6486486486486487,"64,9%",,1.6426676827384907
1h,DL,short,1.0,pullback_from_new_high_pct,high15,37,16,21,0.43243243243243246,"43,2%",6.658064597217045,
1h,DL,short,1.0,pullback_from_new_high_pct,low20,49,31,18,0.6326530612244898,"63,3%",,1.9884726815966476
1h,DL,short,1.0,pullback_from_new_high_pct,high20,49,23,26,0.46938775510204084,"46,9%",5.839577497712297,
1h,DL,short,1.0,pullback_from_new_high_pct,low25,61,39,22,0.639344262295082,"63,9%",,2.2236503350682373
1h,DL,short,1.0,pullback_from_new_high_pct,high25,61,30,31,0.4918032786885246,"49,2%",5.1687075983329684,
1h,DL,short,1.0,pullback_from_new_high_pct,low30,73,46,27,0.6301369863013698,63%,,2.4407206656072225
1h,DL,short,1.0,pullback_from_new_high_pct,high30,73,33,40,0.4520547945205479,"45,2%",4.660684660513005,
1h,DL,short,1.0,pullback_from_new_high_pct,low40,98,55,43,0.5612244897959183,"56,1%",,2.7751157665562016
1h,DL,short,1.0,pullback_from_new_high_pct,high40,98,42,56,0.42857142857142855,"42,9%",3.963599143566169,
1h,DL,short,1.0,pullback_from_new_high_pct,low50,122,68,54,0.5573770491803278,"55,7%",,3.406133705281037
1h,DL,short,1.0,pullback_from_new_high_pct,high50,122,56,66,0.45901639344262296,"45,9%",3.406133705281037,
1h,DL,short,1.0,pullback_from_new_high_pct,low60,146,82,64,0.5616438356164384,"56,2%",,3.963599143566169
1h,DL,short,1.0,pullback_from_new_high_pct,high60,146,69,77,0.4726027397260274,"47,3%",2.7751157665562016,
1h,DL,short,1.0,bars_since_new_low,ALL,244,124,120,0.5081967213114754,"50,8%",,
1h,DL,short,1.0,bars_since_new_low,low10,57,23,34,0.40350877192982454,"40,4%",,1.0
1h,DL,short,1.0,bars_since_new_low,high10,30,19,11,0.6333333333333333,"63,3%",21.0,
1h,DL,short,1.0,bars_since_new_low,low15,57,23,34,0.40350877192982454,"40,4%",,1.0
1h,DL,short,1.0,bars_since_new_low,high15,37,23,14,0.6216216216216216,"62,2%",17.549999999999983,
1h,DL,short,1.0,bars_since_new_low,low20,57,23,34,0.40350877192982454,"40,4%",,1.0
1h,DL,short,1.0,bars_since_new_low,high20,50,30,20,0.6,60%,7.0,
1h,DL,short,1.0,bars_since_new_low,low25,109,48,61,0.44036697247706424,44%,,2.0
1h,DL,short,1.0,bars_since_new_low,high25,76,43,33,0.5657894736842105,"56,6%",5.0,
1h,DL,short,1.0,bars_since_new_low,low30,109,48,61,0.44036697247706424,44%,,2.0
1h,DL,short,1.0,bars_since_new_low,high30,76,43,33,0.5657894736842105,"56,6%",5.0,
1h,DL,short,1.0,bars_since_new_low,low40,109,48,61,0.44036697247706424,44%,,2.0
1h,DL,short,1.0,bars_since_new_low,high40,135,76,59,0.562962962962963,"56,3%",3.0,
1h,DL,short,1.0,bars_since_new_low,low50,147,67,80,0.4557823129251701,"45,6%",,3.0
1h,DL,short,1.0,bars_since_new_low,high50,135,76,59,0.562962962962963,"56,3%",3.0,
1h,DL,short,1.0,bars_since_new_low,low60,147,67,80,0.4557823129251701,"45,6%",,3.0
1h,DL,short,1.0,bars_since_new_low,high60,187,101,86,0.5401069518716578,54%,2.0,
1h,DL,short,1.0,pullback_from_new_low_pct,ALL,244,124,120,0.5081967213114754,"50,8%",,
1h,DL,short,1.0,pullback_from_new_low_pct,low15,37,15,22,0.40540540540540543,"40,5%",,0.3183258392428041
1h,DL,short,1.0,pullback_from_new_low_pct,high15,37,22,15,0.5945945945945946,"59,5%",1.9238224133044182,
1h,DL,short,1.0,pullback_from_new_low_pct,low20,49,22,27,0.4489795918367347,"44,9%",,0.4299878346495669
1h,DL,short,1.0,pullback_from_new_low_pct,high20,49,24,25,0.4897959183673469,49%,1.5938852476527066,
1h,DL,short,1.0,pullback_from_new_low_pct,low25,61,26,35,0.4262295081967213,"42,6%",,0.510651638635587
1h,DL,short,1.0,pullback_from_new_low_pct,high25,61,31,30,0.5081967213114754,"50,8%",1.3814030898387806,
1h,DL,short,1.0,pullback_from_new_low_pct,low30,73,33,40,0.4520547945205479,"45,2%",,0.591905250720404
1h,DL,short,1.0,pullback_from_new_low_pct,high30,73,40,33,0.547945205479452,"54,8%",1.2750772800998413,
1h,DL,short,1.0,pullback_from_new_low_pct,low40,98,44,54,0.4489795918367347,"44,9%",,0.7053174524921668
1h,DL,short,1.0,pullback_from_new_low_pct,high40,98,54,44,0.5510204081632653,"55,1%",0.9941896315652846,
1h,DL,short,1.0,pullback_from_new_low_pct,low50,122,52,70,0.4262295081967213,"42,6%",,0.8587747163105898
1h,DL,short,1.0,pullback_from_new_low_pct,high50,122,72,50,0.5901639344262295,59%,0.8587747163105898,
1h,DL,short,1.0,pullback_from_new_low_pct,low60,146,70,76,0.4794520547945205,"47,9%",,0.9941896315652846
1h,DL,short,1.0,pullback_from_new_low_pct,high60,146,80,66,0.547945205479452,"54,8%",0.7053174524921668,
1h,DL,short,1.5,slope_strength,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,slope_strength,low15,37,17,20,0.4594594594594595,"45,9%",,28.799999999995634
1h,DL,short,1.5,slope_strength,high15,37,13,24,0.35135135135135137,"35,1%",226.3249999999971,
1h,DL,short,1.5,slope_strength,low20,49,23,26,0.46938775510204084,"46,9%",,33.67500000000291
1h,DL,short,1.5,slope_strength,high20,49,15,34,0.30612244897959184,"30,6%",174.84999999999127,
1h,DL,short,1.5,slope_strength,low25,61,29,32,0.47540983606557374,"47,5%",,38.72499999999855
1h,DL,short,1.5,slope_strength,high25,61,21,40,0.3442622950819672,"34,4%",155.46250000000146,
1h,DL,short,1.5,slope_strength,low30,73,35,38,0.4794520547945205,"47,9%",,48.00000000001455
1h,DL,short,1.5,slope_strength,high30,73,27,46,0.3698630136986301,37%,138.20000000000437,
1h,DL,short,1.5,slope_strength,low40,97,42,55,0.4329896907216495,"43,3%",,66.57499999999709
1h,DL,short,1.5,slope_strength,high40,97,38,59,0.3917525773195876,"39,2%",115.82499999999708,
1h,DL,short,1.5,slope_strength,low50,121,50,71,0.4132231404958678,"41,3%",,87.29999999999563
1h,DL,short,1.5,slope_strength,high50,121,48,73,0.39669421487603307,"39,7%",87.29999999999563,
1h,DL,short,1.5,slope_strength,low60,145,59,86,0.4068965517241379,"40,7%",,115.82499999999708
1h,DL,short,1.5,slope_strength,high60,145,55,90,0.3793103448275862,"37,9%",66.57499999999709,
1h,DL,short,1.5,context_bars_since_extreme,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,context_bars_since_extreme,low10,55,15,40,0.2727272727272727,"27,3%",,1.0
1h,DL,short,1.5,context_bars_since_extreme,high10,30,16,14,0.5333333333333333,"53,3%",21.0,
1h,DL,short,1.5,context_bars_since_extreme,low15,55,15,40,0.2727272727272727,"27,3%",,1.0
1h,DL,short,1.5,context_bars_since_extreme,high15,37,19,18,0.5135135135135135,"51,4%",18.0,
1h,DL,short,1.5,context_bars_since_extreme,low20,55,15,40,0.2727272727272727,"27,3%",,1.0
1h,DL,short,1.5,context_bars_since_extreme,high20,50,24,26,0.48,48%,7.0,
1h,DL,short,1.5,context_bars_since_extreme,low25,107,38,69,0.35514018691588783,"35,5%",,2.0
1h,DL,short,1.5,context_bars_since_extreme,high25,75,32,43,0.4266666666666667,"42,7%",5.0,
1h,DL,short,1.5,context_bars_since_extreme,low30,107,38,69,0.35514018691588783,"35,5%",,2.0
1h,DL,short,1.5,context_bars_since_extreme,high30,75,32,43,0.4266666666666667,"42,7%",5.0,
1h,DL,short,1.5,context_bars_since_extreme,low40,107,38,69,0.35514018691588783,"35,5%",,2.0
1h,DL,short,1.5,context_bars_since_extreme,high40,134,59,75,0.44029850746268656,44%,3.0,
1h,DL,short,1.5,context_bars_since_extreme,low50,145,55,90,0.3793103448275862,"37,9%",,3.0
1h,DL,short,1.5,context_bars_since_extreme,high50,134,59,75,0.44029850746268656,44%,3.0,
1h,DL,short,1.5,context_bars_since_extreme,low60,145,55,90,0.3793103448275862,"37,9%",,3.0
1h,DL,short,1.5,context_bars_since_extreme,high60,186,82,104,0.44086021505376344,"44,1%",2.0,
1h,DL,short,1.5,context_pullback_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,context_pullback_pct,low15,37,9,28,0.24324324324324326,"24,3%",,0.3384138236597201
1h,DL,short,1.5,context_pullback_pct,high15,37,17,20,0.4594594594594595,"45,9%",1.9754313319530672,
1h,DL,short,1.5,context_pullback_pct,low20,49,15,34,0.30612244897959184,"30,6%",,0.4548845963496781
1h,DL,short,1.5,context_pullback_pct,high20,49,19,30,0.3877551020408163,"38,8%",1.6291284768979022,
1h,DL,short,1.5,context_pullback_pct,low25,61,18,43,0.29508196721311475,"29,5%",,0.5196941141584659
1h,DL,short,1.5,context_pullback_pct,high25,61,26,35,0.4262295081967213,"42,6%",1.3816704643402753,
1h,DL,short,1.5,context_pullback_pct,low30,73,24,49,0.3287671232876712,"32,9%",,0.6092397466897974
1h,DL,short,1.5,context_pullback_pct,high30,73,34,39,0.4657534246575342,"46,6%",1.282982084635817,
1h,DL,short,1.5,context_pullback_pct,low40,97,32,65,0.32989690721649484,33%,,0.7074271645465696
1h,DL,short,1.5,context_pullback_pct,high40,97,45,52,0.4639175257731959,"46,4%",0.9985495486518124,
1h,DL,short,1.5,context_pullback_pct,low50,121,38,83,0.3140495867768595,"31,4%",,0.8697134532831172
1h,DL,short,1.5,context_pullback_pct,high50,121,60,61,0.49586776859504134,"49,6%",0.8697134532831172,
1h,DL,short,1.5,context_pullback_pct,low60,145,53,92,0.36551724137931035,"36,6%",,0.9985495486518124
1h,DL,short,1.5,context_pullback_pct,high60,145,66,79,0.45517241379310347,"45,5%",0.7074271645465696,
1h,DL,short,1.5,context_after_extreme_flag,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,context_after_extreme_flag,val=1,221,93,128,0.42081447963800905,"42,1%",1.0,1.0
1h,DL,short,1.5,ma_gap_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,ma_gap_pct,low15,37,16,21,0.43243243243243246,"43,2%",,-3.1677645813117987
1h,DL,short,1.5,ma_gap_pct,high15,37,16,21,0.43243243243243246,"43,2%",-0.3412857024263054,
1h,DL,short,1.5,ma_gap_pct,low20,49,19,30,0.3877551020408163,"38,8%",,-2.893782215506526
1h,DL,short,1.5,ma_gap_pct,high20,49,23,26,0.46938775510204084,"46,9%",-0.4018127488062372,
1h,DL,short,1.5,ma_gap_pct,low25,61,22,39,0.36065573770491804,"36,1%",,-2.5963932123484343
1h,DL,short,1.5,ma_gap_pct,high25,61,32,29,0.5245901639344263,"52,5%",-0.5319686657467706,
1h,DL,short,1.5,ma_gap_pct,low30,73,27,46,0.3698630136986301,37%,,-2.229608722701821
1h,DL,short,1.5,ma_gap_pct,high30,73,37,36,0.5068493150684932,"50,7%",-0.6873736567041215,
1h,DL,short,1.5,ma_gap_pct,low40,97,40,57,0.41237113402061853,"41,2%",,-1.6727364148229136
1h,DL,short,1.5,ma_gap_pct,high40,97,43,54,0.44329896907216493,"44,3%",-1.030178000072943,
1h,DL,short,1.5,ma_gap_pct,low50,121,44,77,0.36363636363636365,"36,4%",,-1.345171263525316
1h,DL,short,1.5,ma_gap_pct,high50,121,54,67,0.4462809917355372,"44,6%",-1.345171263525316,
1h,DL,short,1.5,ma_gap_pct,low60,145,55,90,0.3793103448275862,"37,9%",,-1.030178000072943
1h,DL,short,1.5,ma_gap_pct,high60,145,58,87,0.4,40%,-1.6727364148229136,
1h,DL,short,1.5,dist_to_sma80_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,dist_to_sma80_pct,low15,37,16,21,0.43243243243243246,"43,2%",,-3.684170867812991
1h,DL,short,1.5,dist_to_sma80_pct,high15,37,17,20,0.4594594594594595,"45,9%",-0.5349877922346373,
1h,DL,short,1.5,dist_to_sma80_pct,low20,49,17,32,0.3469387755102041,"34,7%",,-3.31770877441504
1h,DL,short,1.5,dist_to_sma80_pct,high20,49,24,25,0.4897959183673469,49%,-0.7023506376564572,
1h,DL,short,1.5,dist_to_sma80_pct,low25,61,22,39,0.36065573770491804,"36,1%",,-3.0167433051991925
1h,DL,short,1.5,dist_to_sma80_pct,high25,61,33,28,0.5409836065573771,"54,1%",-0.790848698834298,
1h,DL,short,1.5,dist_to_sma80_pct,low30,73,26,47,0.3561643835616438,"35,6%",,-2.5201505483002906
1h,DL,short,1.5,dist_to_sma80_pct,high30,73,35,38,0.4794520547945205,"47,9%",-0.945622885384138,
1h,DL,short,1.5,dist_to_sma80_pct,low40,97,37,60,0.38144329896907214,"38,1%",,-1.9569174018111413
1h,DL,short,1.5,dist_to_sma80_pct,high40,97,42,55,0.4329896907216495,"43,3%",-1.2917969433966308,
1h,DL,short,1.5,dist_to_sma80_pct,low50,121,48,73,0.39669421487603307,"39,7%",,-1.647861888988598
1h,DL,short,1.5,dist_to_sma80_pct,high50,121,49,72,0.4049586776859504,"40,5%",-1.647861888988598,
1h,DL,short,1.5,dist_to_sma80_pct,low60,145,55,90,0.3793103448275862,"37,9%",,-1.2917969433966308
1h,DL,short,1.5,dist_to_sma80_pct,high60,145,60,85,0.41379310344827586,"41,4%",-1.9569174018111413,
1h,DL,short,1.5,atr_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,atr_pct,low15,37,13,24,0.35135135135135137,"35,1%",,0.4494963793285516
1h,DL,short,1.5,atr_pct,high15,37,13,24,0.35135135135135137,"35,1%",1.1166061469109527,
1h,DL,short,1.5,atr_pct,low20,49,21,28,0.42857142857142855,"42,9%",,0.4765939662335063
1h,DL,short,1.5,atr_pct,high20,49,17,32,0.3469387755102041,"34,7%",0.9826388236680283,
1h,DL,short,1.5,atr_pct,low25,61,28,33,0.45901639344262296,"45,9%",,0.5070554913307035
1h,DL,short,1.5,atr_pct,high25,61,23,38,0.3770491803278688,"37,7%",0.907789606346357,
1h,DL,short,1.5,atr_pct,low30,73,34,39,0.4657534246575342,"46,6%",,0.5565036552786691
1h,DL,short,1.5,atr_pct,high30,73,25,48,0.3424657534246575,"34,2%",0.8336009637655527,
1h,DL,short,1.5,atr_pct,low40,97,42,55,0.4329896907216495,"43,3%",,0.6215700272335497
1h,DL,short,1.5,atr_pct,high40,97,33,64,0.3402061855670103,34%,0.7611857794696401,
1h,DL,short,1.5,atr_pct,low50,121,53,68,0.4380165289256198,"43,8%",,0.699022521496744
1h,DL,short,1.5,atr_pct,high50,121,44,77,0.36363636363636365,"36,4%",0.699022521496744,
1h,DL,short,1.5,atr_pct,low60,145,64,81,0.4413793103448276,"44,1%",,0.7611857794696401
1h,DL,short,1.5,atr_pct,high60,145,55,90,0.3793103448275862,"37,9%",0.6215700272335497,
1h,DL,short,1.5,clv,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,clv,low15,37,16,21,0.43243243243243246,"43,2%",,0.0666516041572528
1h,DL,short,1.5,clv,high15,37,11,26,0.2972972972972973,"29,7%",0.6010253317249813,
1h,DL,short,1.5,clv,low20,49,21,28,0.42857142857142855,"42,9%",,0.0865488996348539
1h,DL,short,1.5,clv,high20,49,16,33,0.32653061224489793,"32,7%",0.5110691144708381,
1h,DL,short,1.5,clv,low25,61,24,37,0.39344262295081966,"39,3%",,0.1152337181930157
1h,DL,short,1.5,clv,high25,61,23,38,0.3770491803278688,"37,7%",0.446237006237011,
1h,DL,short,1.5,clv,low30,73,29,44,0.3972602739726027,"39,7%",,0.1341540120406048
1h,DL,short,1.5,clv,high30,73,29,44,0.3972602739726027,"39,7%",0.3984153933220295,
1h,DL,short,1.5,clv,low40,97,38,59,0.3917525773195876,"39,2%",,0.1766417290108073
1h,DL,short,1.5,clv,high40,97,37,60,0.38144329896907214,"38,1%",0.3305593187536081,
1h,DL,short,1.5,clv,low50,121,48,73,0.39669421487603307,"39,7%",,0.2226148409894126
1h,DL,short,1.5,clv,high50,121,49,72,0.4049586776859504,"40,5%",0.2226148409894126,
1h,DL,short,1.5,clv,low60,145,60,85,0.41379310344827586,"41,4%",,0.3305593187536081
1h,DL,short,1.5,clv,high60,145,59,86,0.4068965517241379,"40,7%",0.1766417290108073,
1h,DL,short,1.5,range_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,range_pct,low15,37,12,25,0.32432432432432434,"32,4%",,0.327466399077475
1h,DL,short,1.5,range_pct,high15,37,10,27,0.2702702702702703,27%,1.1853792574605364,
1h,DL,short,1.5,range_pct,low20,49,17,32,0.3469387755102041,"34,7%",,0.3599108420061883
1h,DL,short,1.5,range_pct,high20,49,15,34,0.30612244897959184,"30,6%",1.0270798626261874,
1h,DL,short,1.5,range_pct,low25,61,27,34,0.4426229508196721,"44,3%",,0.3887150400938942
1h,DL,short,1.5,range_pct,high25,61,21,40,0.3442622950819672,"34,4%",0.9227140610854236,
1h,DL,short,1.5,range_pct,low30,73,31,42,0.4246575342465753,"42,5%",,0.4273139442323101
1h,DL,short,1.5,range_pct,high30,73,26,47,0.3561643835616438,"35,6%",0.8013461693611531,
1h,DL,short,1.5,range_pct,low40,97,43,54,0.44329896907216493,"44,3%",,0.5059877469250323
1h,DL,short,1.5,range_pct,high40,97,32,65,0.32989690721649484,33%,0.6892978373363291,
1h,DL,short,1.5,range_pct,low50,121,52,69,0.4297520661157025,43%,,0.5833058356434015
1h,DL,short,1.5,range_pct,high50,121,45,76,0.371900826446281,"37,2%",0.5833058356434015,
1h,DL,short,1.5,range_pct,low60,145,66,79,0.45517241379310347,"45,5%",,0.6892978373363291
1h,DL,short,1.5,range_pct,high60,145,54,91,0.3724137931034483,"37,2%",0.5059877469250323,
1h,DL,short,1.5,body_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,body_pct,low15,37,13,24,0.35135135135135137,"35,1%",,11.819748830337186
1h,DL,short,1.5,body_pct,high15,37,15,22,0.40540540540540543,"40,5%",62.83543101401144,
1h,DL,short,1.5,body_pct,low20,49,19,30,0.3877551020408163,"38,8%",,16.17775831873927
1h,DL,short,1.5,body_pct,high20,49,15,34,0.30612244897959184,"30,6%",58.66718276240277,
1h,DL,short,1.5,body_pct,low25,61,21,40,0.3442622950819672,"34,4%",,20.08287292817733
1h,DL,short,1.5,body_pct,high25,61,19,42,0.3114754098360656,"31,1%",53.56876133575052,
1h,DL,short,1.5,body_pct,low30,73,25,48,0.3424657534246575,"34,2%",,23.724274034395386
1h,DL,short,1.5,body_pct,high30,73,26,47,0.3561643835616438,"35,6%",50.2117263843653,
1h,DL,short,1.5,body_pct,low40,97,31,66,0.31958762886597936,32%,,29.42483776335689
1h,DL,short,1.5,body_pct,high40,97,39,58,0.4020618556701031,"40,2%",42.84088322330887,
1h,DL,short,1.5,body_pct,low50,121,44,77,0.36363636363636365,"36,4%",,36.21254092168006
1h,DL,short,1.5,body_pct,high50,121,54,67,0.4462809917355372,"44,6%",36.21254092168006,
1h,DL,short,1.5,body_pct,low60,145,58,87,0.4,40%,,42.84088322330887
1h,DL,short,1.5,body_pct,high60,145,66,79,0.45517241379310347,"45,5%",29.42483776335689,
1h,DL,short,1.5,upper_wick_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,upper_wick_pct,low15,37,14,23,0.3783783783783784,"37,8%",,17.034658102502664
1h,DL,short,1.5,upper_wick_pct,high15,37,12,25,0.32432432432432434,"32,4%",64.4916540212443,
1h,DL,short,1.5,upper_wick_pct,low20,49,19,30,0.3877551020408163,"38,8%",,20.586907449209274
1h,DL,short,1.5,upper_wick_pct,high20,49,16,33,0.32653061224489793,"32,7%",61.03489771359798,
1h,DL,short,1.5,upper_wick_pct,low25,61,22,39,0.36065573770491804,"36,1%",,23.98753894081008
1h,DL,short,1.5,upper_wick_pct,high25,61,23,38,0.3770491803278688,"37,7%",57.41419963322063,
1h,DL,short,1.5,upper_wick_pct,low30,73,27,46,0.3698630136986301,37%,,26.89504373177829
1h,DL,short,1.5,upper_wick_pct,high30,73,26,47,0.3561643835616438,"35,6%",54.65031391444095,
1h,DL,short,1.5,upper_wick_pct,low40,97,35,62,0.36082474226804123,"36,1%",,32.90780141843903
1h,DL,short,1.5,upper_wick_pct,high40,97,40,57,0.41237113402061853,"41,2%",46.89655172413793,
1h,DL,short,1.5,upper_wick_pct,low50,121,46,75,0.38016528925619836,38%,,38.28625682411626
1h,DL,short,1.5,upper_wick_pct,high50,121,51,70,0.4214876033057851,"42,1%",38.28625682411626,
1h,DL,short,1.5,upper_wick_pct,low60,145,58,87,0.4,40%,,46.89655172413793
1h,DL,short,1.5,upper_wick_pct,high60,145,62,83,0.42758620689655175,"42,8%",32.90780141843903,
1h,DL,short,1.5,lower_wick_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,lower_wick_pct,low15,37,15,22,0.40540540540540543,"40,5%",,4.465985805781416
1h,DL,short,1.5,lower_wick_pct,high15,37,12,25,0.32432432432432434,"32,4%",39.6846254927713,
1h,DL,short,1.5,lower_wick_pct,low20,49,21,28,0.42857142857142855,"42,9%",,7.021481243988892
1h,DL,short,1.5,lower_wick_pct,high20,49,18,31,0.3673469387755102,"36,7%",35.58092393043839,
1h,DL,short,1.5,lower_wick_pct,low25,61,25,36,0.4098360655737705,41%,,8.380843785631226
1h,DL,short,1.5,lower_wick_pct,high25,61,23,38,0.3770491803278688,"37,7%",31.781888997078305,
1h,DL,short,1.5,lower_wick_pct,low30,73,29,44,0.3972602739726027,"39,7%",,10.183508184396668
1h,DL,short,1.5,lower_wick_pct,high30,73,26,47,0.3561643835616438,"35,6%",27.32980640660451,
1h,DL,short,1.5,lower_wick_pct,low40,97,40,57,0.41237113402061853,"41,2%",,14.112615823237704
1h,DL,short,1.5,lower_wick_pct,high40,97,40,57,0.41237113402061853,"41,2%",20.673425054307614,
1h,DL,short,1.5,lower_wick_pct,low50,121,49,72,0.4049586776859504,"40,5%",,17.649484536083673
1h,DL,short,1.5,lower_wick_pct,high50,121,48,73,0.39669421487603307,"39,7%",17.649484536083673,
1h,DL,short,1.5,lower_wick_pct,low60,145,58,87,0.4,40%,,20.673425054307614
1h,DL,short,1.5,lower_wick_pct,high60,145,58,87,0.4,40%,14.112615823237704,
1h,DL,short,1.5,ret_1_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,ret_1_pct,low15,37,12,25,0.32432432432432434,"32,4%",,-0.4184483811850992
1h,DL,short,1.5,ret_1_pct,high15,37,15,22,0.40540540540540543,"40,5%",0.1529933687372642,
1h,DL,short,1.5,ret_1_pct,low20,49,19,30,0.3877551020408163,"38,8%",,-0.3423807269964829
1h,DL,short,1.5,ret_1_pct,high20,49,21,28,0.42857142857142855,"42,9%",0.0896850346995714,
1h,DL,short,1.5,ret_1_pct,low25,61,24,37,0.39344262295081966,"39,3%",,-0.2885786368061693
1h,DL,short,1.5,ret_1_pct,high25,61,26,35,0.4262295081967213,"42,6%",0.0504435506835543,
1h,DL,short,1.5,ret_1_pct,low30,73,30,43,0.410958904109589,"41,1%",,-0.2527299393771831
1h,DL,short,1.5,ret_1_pct,high30,73,29,44,0.3972602739726027,"39,7%",-0.0013379895369203,
1h,DL,short,1.5,ret_1_pct,low40,97,41,56,0.422680412371134,"42,3%",,-0.1957683671210408
1h,DL,short,1.5,ret_1_pct,high40,97,38,59,0.3917525773195876,"39,2%",-0.0600532030277878,
1h,DL,short,1.5,ret_1_pct,low50,121,50,71,0.4132231404958678,"41,3%",,-0.1266139422681611
1h,DL,short,1.5,ret_1_pct,high50,121,47,74,0.3884297520661157,"38,8%",-0.1266139422681611,
1h,DL,short,1.5,ret_1_pct,low60,145,60,85,0.41379310344827586,"41,4%",,-0.0600532030277878
1h,DL,short,1.5,ret_1_pct,high60,145,57,88,0.3931034482758621,"39,3%",-0.1957683671210408,
1h,DL,short,1.5,ret_3_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,ret_3_pct,low15,37,12,25,0.32432432432432434,"32,4%",,-0.3296585907789695
1h,DL,short,1.5,ret_3_pct,high15,37,15,22,0.40540540540540543,"40,5%",0.4771186440677866,
1h,DL,short,1.5,ret_3_pct,low20,49,18,31,0.3673469387755102,"36,7%",,-0.2429632212970545
1h,DL,short,1.5,ret_3_pct,high20,49,21,28,0.42857142857142855,"42,9%",0.3796637860889573,
1h,DL,short,1.5,ret_3_pct,low25,61,23,38,0.3770491803278688,"37,7%",,-0.1875134923048582
1h,DL,short,1.5,ret_3_pct,high25,61,27,34,0.4426229508196721,"44,3%",0.3189987011453565,
1h,DL,short,1.5,ret_3_pct,low30,73,26,47,0.3561643835616438,"35,6%",,-0.1513325180147351
1h,DL,short,1.5,ret_3_pct,high30,73,33,40,0.4520547945205479,"45,2%",0.2373314378485203,
1h,DL,short,1.5,ret_3_pct,low40,97,33,64,0.3402061855670103,34%,,-0.0420756379718612
1h,DL,short,1.5,ret_3_pct,high40,97,43,54,0.44329896907216493,"44,3%",0.1009180522503427,
1h,DL,short,1.5,ret_3_pct,low50,121,41,80,0.33884297520661155,"33,9%",,0.0301524155975396
1h,DL,short,1.5,ret_3_pct,high50,121,56,65,0.4628099173553719,"46,3%",0.0301524155975396,
1h,DL,short,1.5,ret_3_pct,low60,145,55,90,0.3793103448275862,"37,9%",,0.1009180522503427
1h,DL,short,1.5,ret_3_pct,high60,145,65,80,0.4482758620689655,"44,8%",-0.0420756379718612,
1h,DL,short,1.5,ret_5_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,ret_5_pct,low15,37,13,24,0.35135135135135137,"35,1%",,-1.1302788891923043
1h,DL,short,1.5,ret_5_pct,high15,37,10,27,0.2702702702702703,27%,0.0060987356256037,
1h,DL,short,1.5,ret_5_pct,low20,49,20,29,0.40816326530612246,"40,8%",,-0.9736054802756632
1h,DL,short,1.5,ret_5_pct,high20,49,17,32,0.3469387755102041,"34,7%",-0.0550787543980746,
1h,DL,short,1.5,ret_5_pct,low25,61,24,37,0.39344262295081966,"39,3%",,-0.8176458576809487
1h,DL,short,1.5,ret_5_pct,high25,61,22,39,0.36065573770491804,"36,1%",-0.0924712103355873,
1h,DL,short,1.5,ret_5_pct,low30,73,29,44,0.3972602739726027,"39,7%",,-0.7300444444444443
1h,DL,short,1.5,ret_5_pct,high30,73,28,45,0.3835616438356164,"38,4%",-0.1602462713925279,
1h,DL,short,1.5,ret_5_pct,low40,97,42,55,0.4329896907216495,"43,3%",,-0.5995198983123506
1h,DL,short,1.5,ret_5_pct,high40,97,37,60,0.38144329896907214,"38,1%",-0.3283242687032728,
1h,DL,short,1.5,ret_5_pct,low50,121,50,71,0.4132231404958678,"41,3%",,-0.4682865046828688
1h,DL,short,1.5,ret_5_pct,high50,121,47,74,0.3884297520661157,"38,8%",-0.4682865046828688,
1h,DL,short,1.5,ret_5_pct,low60,145,60,85,0.41379310344827586,"41,4%",,-0.3283242687032728
1h,DL,short,1.5,ret_5_pct,high60,145,55,90,0.3793103448275862,"37,9%",-0.5995198983123506,
1h,DL,short,1.5,rsi,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,rsi,low15,37,13,24,0.35135135135135137,"35,1%",,23.38125548726954
1h,DL,short,1.5,rsi,high15,37,20,17,0.5405405405405406,"54,1%",45.212421413602456,
