timeframe,setup,side,rr,feature,bucket,trades,wins,losses,win_rate,win_rate_pct,thr_lo,thr_hi
2h,PFR,short,1.0,rsi,high40,33,14,19,0.42424242424242425,"42,4%",35.79528852625445,
2h,PFR,short,1.0,rsi,low50,41,21,20,0.5121951219512195,"51,2%",,33.07846407755105
2h,PFR,short,1.0,rsi,high50,41,18,23,0.43902439024390244,"43,9%",33.07846407755105,
2h,PFR,short,1.0,rsi,low60,49,25,24,0.5102040816326531,51%,,35.79528852625445
2h,PFR,short,1.0,rsi,high60,49,20,29,0.40816326530612246,"40,8%",29.903730011577498,
2h,PFR,short,1.0,pos_in_range_n,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,pos_in_range_n,low40,33,15,18,0.45454545454545453,"45,5%",,0.18112788539403796
2h,PFR,short,1.0,pos_in_range_n,high40,33,15,18,0.45454545454545453,"45,5%",0.22806612212558552,
2h,PFR,short,1.0,pos_in_range_n,low50,41,18,23,0.43902439024390244,"43,9%",,0.19714233204090195
2h,PFR,short,1.0,pos_in_range_n,high50,41,21,20,0.5121951219512195,"51,2%",0.19714233204090195,
2h,PFR,short,1.0,pos_in_range_n,low60,49,24,25,0.4897959183673469,49%,,0.22806612212558552
2h,PFR,short,1.0,pos_in_range_n,high60,49,24,25,0.4897959183673469,49%,0.18112788539403796,
2h,PFR,short,1.0,dist_to_high_n_pct,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,dist_to_high_n_pct,low40,33,13,20,0.3939393939393939,"39,4%",,3.2690654829416497
2h,PFR,short,1.0,dist_to_high_n_pct,high40,33,16,17,0.48484848484848486,"48,5%",4.153717914706659,
2h,PFR,short,1.0,dist_to_high_n_pct,low50,41,18,23,0.43902439024390244,"43,9%",,3.938461555510799
2h,PFR,short,1.0,dist_to_high_n_pct,high50,41,21,20,0.5121951219512195,"51,2%",3.938461555510799,
2h,PFR,short,1.0,dist_to_high_n_pct,low60,49,23,26,0.46938775510204084,"46,9%",,4.153717914706659
2h,PFR,short,1.0,dist_to_high_n_pct,high60,49,26,23,0.5306122448979592,"53,1%",3.2690654829416497,
2h,PFR,short,1.0,dist_to_low_n_pct,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,dist_to_low_n_pct,low40,33,14,19,0.42424242424242425,"42,4%",,0.7321629842155807
2h,PFR,short,1.0,dist_to_low_n_pct,high40,33,18,15,0.5454545454545454,"54,5%",0.9964041419621686,
2h,PFR,short,1.0,dist_to_low_n_pct,low50,41,17,24,0.4146341463414634,"41,5%",,0.8574383618687728
2h,PFR,short,1.0,dist_to_low_n_pct,high50,41,22,19,0.5365853658536586,"53,7%",0.8574383618687728,
2h,PFR,short,1.0,dist_to_low_n_pct,low60,49,21,28,0.42857142857142855,"42,9%",,0.9964041419621686
2h,PFR,short,1.0,dist_to_low_n_pct,high60,49,25,24,0.5102040816326531,51%,0.7321629842155807,
2h,PFR,short,1.0,vol_z,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,vol_z,low40,33,18,15,0.5454545454545454,"54,5%",,-0.37353647809298174
2h,PFR,short,1.0,vol_z,high40,33,15,18,0.45454545454545453,"45,5%",0.40728015802950845,
2h,PFR,short,1.0,vol_z,low50,41,20,21,0.4878048780487805,"48,8%",,-0.14529262935166876
2h,PFR,short,1.0,vol_z,high50,41,19,22,0.4634146341463415,"46,3%",-0.14529262935166876,
2h,PFR,short,1.0,vol_z,low60,49,24,25,0.4897959183673469,49%,,0.40728015802950845
2h,PFR,short,1.0,vol_z,high60,49,21,28,0.42857142857142855,"42,9%",-0.37353647809298174,
2h,PFR,short,1.0,bars_since_new_high,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,bars_since_new_high,low40,36,14,22,0.3888888888888889,"38,9%",,23.0
2h,PFR,short,1.0,bars_since_new_high,high40,33,17,16,0.5151515151515151,"51,5%",31.6,
2h,PFR,short,1.0,bars_since_new_high,low50,43,19,24,0.4418604651162791,"44,2%",,26.0
2h,PFR,short,1.0,bars_since_new_high,high50,42,22,20,0.5238095238095238,"52,4%",26.0,
2h,PFR,short,1.0,bars_since_new_high,low60,49,22,27,0.4489795918367347,"44,9%",,31.6
2h,PFR,short,1.0,bars_since_new_high,high60,50,27,23,0.54,54%,23.0,
2h,PFR,short,1.0,pullback_from_new_high_pct,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,pullback_from_new_high_pct,low40,33,14,19,0.42424242424242425,"42,4%",,4.283532149259134
2h,PFR,short,1.0,pullback_from_new_high_pct,high40,33,16,17,0.48484848484848486,"48,5%",5.313872260260141,
2h,PFR,short,1.0,pullback_from_new_high_pct,low50,41,18,23,0.43902439024390244,"43,9%",,4.6716847437447
2h,PFR,short,1.0,pullback_from_new_high_pct,high50,41,21,20,0.5121951219512195,"51,2%",4.6716847437447,
2h,PFR,short,1.0,pullback_from_new_high_pct,low60,49,23,26,0.46938775510204084,"46,9%",,5.313872260260141
2h,PFR,short,1.0,pullback_from_new_high_pct,high60,49,25,24,0.5102040816326531,51%,4.283532149259134,
2h,PFR,short,1.0,bars_since_new_low,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,bars_since_new_low,low40,43,17,26,0.3953488372093023,"39,5%",,3.0
2h,PFR,short,1.0,bars_since_new_low,high40,39,22,17,0.5641025641025641,"56,4%",4.0,
2h,PFR,short,1.0,bars_since_new_low,low50,43,17,26,0.3953488372093023,"39,5%",,3.0
2h,PFR,short,1.0,bars_since_new_low,high50,54,28,26,0.5185185185185185,"51,9%",3.0,
2h,PFR,short,1.0,bars_since_new_low,low60,57,27,30,0.47368421052631576,"47,4%",,4.0
2h,PFR,short,1.0,bars_since_new_low,high60,54,28,26,0.5185185185185185,"51,9%",3.0,
2h,PFR,short,1.0,pullback_from_new_low_pct,ALL,82,39,43,0.47560975609756095,"47,6%",,
2h,PFR,short,1.0,pullback_from_new_low_pct,low40,33,14,19,0.42424242424242425,"42,4%",,0.7960283841109403
2h,PFR,short,1.0,pullback_from_new_low_pct,high40,33,18,15,0.5454545454545454,"54,5%",1.1273989279275443,
2h,PFR,short,1.0,pullback_from_new_low_pct,low50,41,18,23,0.43902439024390244,"43,9%",,0.9631037799575298
2h,PFR,short,1.0,pullback_from_new_low_pct,high50,41,21,20,0.5121951219512195,"51,2%",0.9631037799575298,
2h,PFR,short,1.0,pullback_from_new_low_pct,low60,49,21,28,0.42857142857142855,"42,9%",,1.1273989279275443
2h,PFR,short,1.0,pullback_from_new_low_pct,high60,49,25,24,0.5102040816326531,51%,0.7960283841109403,
2h,PFR,short,1.5,slope_strength,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,slope_strength,low40,33,9,24,0.2727272727272727,"27,3%",,135.9250000000029
2h,PFR,short,1.5,slope_strength,high40,33,15,18,0.45454545454545453,"45,5%",187.4375,
2h,PFR,short,1.5,slope_strength,low50,41,10,31,0.24390243902439024,"24,4%",,166.57499999998254
2h,PFR,short,1.5,slope_strength,high50,41,18,23,0.43902439024390244,"43,9%",166.57499999998254,
2h,PFR,short,1.5,slope_strength,low60,49,13,36,0.2653061224489796,"26,5%",,187.4375
2h,PFR,short,1.5,slope_strength,high60,49,19,30,0.3877551020408163,"38,8%",135.9250000000029,
2h,PFR,short,1.5,context_bars_since_extreme,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,context_bars_since_extreme,low40,42,12,30,0.2857142857142857,"28,6%",,3.0
2h,PFR,short,1.5,context_bars_since_extreme,high40,39,16,23,0.41025641025641024,41%,4.0,
2h,PFR,short,1.5,context_bars_since_extreme,low50,42,12,30,0.2857142857142857,"28,6%",,3.0
2h,PFR,short,1.5,context_bars_since_extreme,high50,54,20,34,0.37037037037037035,37%,3.0,
2h,PFR,short,1.5,context_bars_since_extreme,low60,56,20,36,0.35714285714285715,"35,7%",,4.0
2h,PFR,short,1.5,context_bars_since_extreme,high60,54,20,34,0.37037037037037035,37%,3.0,
2h,PFR,short,1.5,context_pullback_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,context_pullback_pct,low40,33,10,23,0.30303030303030304,"30,3%",,0.8085903479338411
2h,PFR,short,1.5,context_pullback_pct,high40,33,13,20,0.3939393939393939,"39,4%",1.1281366288750772,
2h,PFR,short,1.5,context_pullback_pct,low50,41,13,28,0.3170731707317073,"31,7%",,0.9913130674572465
2h,PFR,short,1.5,context_pullback_pct,high50,41,15,26,0.36585365853658536,"36,6%",0.9913130674572465,
2h,PFR,short,1.5,context_pullback_pct,low60,49,16,33,0.32653061224489793,"32,7%",,1.1281366288750772
2h,PFR,short,1.5,context_pullback_pct,high60,49,18,31,0.3673469387755102,"36,7%",0.8085903479338411,
2h,PFR,short,1.5,context_after_extreme_flag,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,context_after_extreme_flag,val=1,72,25,47,0.3472222222222222,"34,7%",1.0,1.0
2h,PFR,short,1.5,ma_gap_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,ma_gap_pct,low40,33,14,19,0.42424242424242425,"42,4%",,-2.376762249587877
2h,PFR,short,1.5,ma_gap_pct,high40,33,7,26,0.21212121212121213,"21,2%",-1.5542978817998268,
2h,PFR,short,1.5,ma_gap_pct,low50,41,18,23,0.43902439024390244,"43,9%",,-1.9974714230547723
2h,PFR,short,1.5,ma_gap_pct,high50,41,10,31,0.24390243902439024,"24,4%",-1.9974714230547723,
2h,PFR,short,1.5,ma_gap_pct,low60,49,21,28,0.42857142857142855,"42,9%",,-1.5542978817998268
2h,PFR,short,1.5,ma_gap_pct,high60,49,15,34,0.30612244897959184,"30,6%",-2.376762249587877,
2h,PFR,short,1.5,dist_to_sma80_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,dist_to_sma80_pct,low40,33,12,21,0.36363636363636365,"36,4%",,-2.969761364115392
2h,PFR,short,1.5,dist_to_sma80_pct,high40,33,8,25,0.24242424242424243,"24,2%",-2.0941153917273936,
2h,PFR,short,1.5,dist_to_sma80_pct,low50,41,15,26,0.36585365853658536,"36,6%",,-2.535021404342555
2h,PFR,short,1.5,dist_to_sma80_pct,high50,41,13,28,0.3170731707317073,"31,7%",-2.535021404342555,
2h,PFR,short,1.5,dist_to_sma80_pct,low60,49,21,28,0.42857142857142855,"42,9%",,-2.0941153917273936
2h,PFR,short,1.5,dist_to_sma80_pct,high60,49,16,33,0.32653061224489793,"32,7%",-2.969761364115392,
2h,PFR,short,1.5,atr_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,atr_pct,low40,33,8,25,0.24242424242424243,"24,2%",,0.9171202704530684
2h,PFR,short,1.5,atr_pct,high40,33,16,17,0.48484848484848486,"48,5%",1.0965857952698497,
2h,PFR,short,1.5,atr_pct,low50,41,10,31,0.24390243902439024,"24,4%",,0.992575417408693
2h,PFR,short,1.5,atr_pct,high50,41,18,23,0.43902439024390244,"43,9%",0.992575417408693,
2h,PFR,short,1.5,atr_pct,low60,49,13,36,0.2653061224489796,"26,5%",,1.0965857952698497
2h,PFR,short,1.5,atr_pct,high60,49,20,29,0.40816326530612246,"40,8%",0.9171202704530684,
2h,PFR,short,1.5,clv,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,clv,low40,33,14,19,0.42424242424242425,"42,4%",,0.136108541473942
2h,PFR,short,1.5,clv,high40,33,6,27,0.18181818181818182,"18,2%",0.2058534185932019,
2h,PFR,short,1.5,clv,low50,41,18,23,0.43902439024390244,"43,9%",,0.1647143629482702
2h,PFR,short,1.5,clv,high50,41,11,30,0.2682926829268293,"26,8%",0.1647143629482702,
2h,PFR,short,1.5,clv,low60,49,22,27,0.4489795918367347,"44,9%",,0.2058534185932019
2h,PFR,short,1.5,clv,high60,49,15,34,0.30612244897959184,"30,6%",0.136108541473942,
2h,PFR,short,1.5,range_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,range_pct,low40,33,10,23,0.30303030303030304,"30,3%",,0.7768692545922272
2h,PFR,short,1.5,range_pct,high40,33,12,21,0.36363636363636365,"36,4%",1.190333973528389,
2h,PFR,short,1.5,range_pct,low50,41,15,26,0.36585365853658536,"36,6%",,0.884053515632463
2h,PFR,short,1.5,range_pct,high50,41,14,27,0.34146341463414637,"34,1%",0.884053515632463,
2h,PFR,short,1.5,range_pct,low60,49,16,33,0.32653061224489793,"32,7%",,1.190333973528389
2h,PFR,short,1.5,range_pct,high60,49,18,31,0.3673469387755102,"36,7%",0.7768692545922272,
2h,PFR,short,1.5,body_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,body_pct,low40,33,10,23,0.30303030303030304,"30,3%",,26.32401797928432
2h,PFR,short,1.5,body_pct,high40,33,11,22,0.3333333333333333,"33,3%",42.40506329113886,
2h,PFR,short,1.5,body_pct,low50,41,13,28,0.3170731707317073,"31,7%",,33.34448160535182
2h,PFR,short,1.5,body_pct,high50,41,15,26,0.36585365853658536,"36,6%",33.34448160535182,
2h,PFR,short,1.5,body_pct,low60,49,17,32,0.3469387755102041,"34,7%",,42.40506329113886
2h,PFR,short,1.5,body_pct,high60,49,18,31,0.3673469387755102,"36,7%",26.32401797928432,
2h,PFR,short,1.5,upper_wick_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,upper_wick_pct,low40,33,13,20,0.3939393939393939,"39,4%",,35.00799269239516
2h,PFR,short,1.5,upper_wick_pct,high40,33,10,23,0.30303030303030304,"30,3%",49.668130297150654,
2h,PFR,short,1.5,upper_wick_pct,low50,41,15,26,0.36585365853658536,"36,6%",,41.31963223363911
2h,PFR,short,1.5,upper_wick_pct,high50,41,14,27,0.34146341463414637,"34,1%",41.31963223363911,
2h,PFR,short,1.5,upper_wick_pct,low60,49,18,31,0.3673469387755102,"36,7%",,49.668130297150654
2h,PFR,short,1.5,upper_wick_pct,high60,49,15,34,0.30612244897959184,"30,6%",35.00799269239516,
2h,PFR,short,1.5,lower_wick_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,lower_wick_pct,low40,33,14,19,0.42424242424242425,"42,4%",,13.610854147394209
2h,PFR,short,1.5,lower_wick_pct,high40,33,6,27,0.18181818181818182,"18,2%",20.585341859320188,
2h,PFR,short,1.5,lower_wick_pct,low50,41,18,23,0.43902439024390244,"43,9%",,16.471436294827022
2h,PFR,short,1.5,lower_wick_pct,high50,41,11,30,0.2682926829268293,"26,8%",16.471436294827022,
2h,PFR,short,1.5,lower_wick_pct,low60,49,22,27,0.4489795918367347,"44,9%",,20.585341859320188
2h,PFR,short,1.5,lower_wick_pct,high60,49,15,34,0.30612244897959184,"30,6%",13.610854147394209,
2h,PFR,short,1.5,ret_1_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,ret_1_pct,low40,33,11,22,0.3333333333333333,"33,3%",,-0.3916362429472242
2h,PFR,short,1.5,ret_1_pct,high40,33,10,23,0.30303030303030304,"30,3%",-0.2422333292985801,
2h,PFR,short,1.5,ret_1_pct,low50,41,14,27,0.34146341463414637,"34,1%",,-0.2984627175459553
2h,PFR,short,1.5,ret_1_pct,high50,41,14,27,0.34146341463414637,"34,1%",-0.2984627175459553,
2h,PFR,short,1.5,ret_1_pct,low60,49,19,30,0.3877551020408163,"38,8%",,-0.2422333292985801
2h,PFR,short,1.5,ret_1_pct,high60,49,17,32,0.3469387755102041,"34,7%",-0.3916362429472242,
2h,PFR,short,1.5,ret_3_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,ret_3_pct,low40,33,11,22,0.3333333333333333,"33,3%",,-0.21137755871653
2h,PFR,short,1.5,ret_3_pct,high40,33,13,20,0.3939393939393939,"39,4%",0.0416799071809137,
2h,PFR,short,1.5,ret_3_pct,low50,41,13,28,0.3170731707317073,"31,7%",,-0.0612498262625105
2h,PFR,short,1.5,ret_3_pct,high50,41,15,26,0.36585365853658536,"36,6%",-0.0612498262625105,
2h,PFR,short,1.5,ret_3_pct,low60,49,15,34,0.30612244897959184,"30,6%",,0.0416799071809137
2h,PFR,short,1.5,ret_3_pct,high60,49,17,32,0.3469387755102041,"34,7%",-0.21137755871653,
2h,PFR,short,1.5,ret_5_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,ret_5_pct,low40,33,13,20,0.3939393939393939,"39,4%",,-0.8465588991053652
2h,PFR,short,1.5,ret_5_pct,high40,33,14,19,0.42424242424242425,"42,4%",-0.5695919730665966,
2h,PFR,short,1.5,ret_5_pct,low50,41,14,27,0.34146341463414637,"34,1%",,-0.6642459241111842
2h,PFR,short,1.5,ret_5_pct,high50,41,14,27,0.34146341463414637,"34,1%",-0.6642459241111842,
2h,PFR,short,1.5,ret_5_pct,low60,49,14,35,0.2857142857142857,"28,6%",,-0.5695919730665966
2h,PFR,short,1.5,ret_5_pct,high60,49,15,34,0.30612244897959184,"30,6%",-0.8465588991053652,
2h,PFR,short,1.5,rsi,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,rsi,low40,33,14,19,0.42424242424242425,"42,4%",,30.096307128835377
2h,PFR,short,1.5,rsi,high40,33,10,23,0.30303030303030304,"30,3%",36.007319623562225,
2h,PFR,short,1.5,rsi,low50,41,16,25,0.3902439024390244,39%,,33.15288840770242
2h,PFR,short,1.5,rsi,high50,41,13,28,0.3170731707317073,"31,7%",33.15288840770242,
2h,PFR,short,1.5,rsi,low60,49,18,31,0.3673469387755102,"36,7%",,36.007319623562225
2h,PFR,short,1.5,rsi,high60,49,15,34,0.30612244897959184,"30,6%",30.096307128835377,
2h,PFR,short,1.5,pos_in_range_n,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,pos_in_range_n,low40,33,11,22,0.3333333333333333,"33,3%",,0.1814096666902588
2h,PFR,short,1.5,pos_in_range_n,high40,33,9,24,0.2727272727272727,"27,3%",0.2302849301800004,
2h,PFR,short,1.5,pos_in_range_n,low50,41,14,27,0.34146341463414637,"34,1%",,0.1997500320471719
2h,PFR,short,1.5,pos_in_range_n,high50,41,15,26,0.36585365853658536,"36,6%",0.1997500320471719,
2h,PFR,short,1.5,pos_in_range_n,low60,49,20,29,0.40816326530612246,"40,8%",,0.2302849301800004
2h,PFR,short,1.5,pos_in_range_n,high60,49,17,32,0.3469387755102041,"34,7%",0.1814096666902588,
2h,PFR,short,1.5,dist_to_high_n_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,dist_to_high_n_pct,low40,33,8,25,0.24242424242424243,"24,2%",,3.250235404896415
2h,PFR,short,1.5,dist_to_high_n_pct,high40,33,14,19,0.42424242424242425,"42,4%",4.187981980606246,
2h,PFR,short,1.5,dist_to_high_n_pct,low50,41,12,29,0.2926829268292683,"29,3%",,3.931810634518758
2h,PFR,short,1.5,dist_to_high_n_pct,high50,41,16,25,0.3902439024390244,39%,3.931810634518758,
2h,PFR,short,1.5,dist_to_high_n_pct,low60,49,14,35,0.2857142857142857,"28,6%",,4.187981980606246
2h,PFR,short,1.5,dist_to_high_n_pct,high60,49,21,28,0.42857142857142855,"42,9%",3.250235404896415,
2h,PFR,short,1.5,dist_to_low_n_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,dist_to_low_n_pct,low40,33,10,23,0.30303030303030304,"30,3%",,0.7360744202849391
2h,PFR,short,1.5,dist_to_low_n_pct,high40,33,13,20,0.3939393939393939,"39,4%",1.00261208128666,
2h,PFR,short,1.5,dist_to_low_n_pct,low50,41,13,28,0.3170731707317073,"31,7%",,0.8715913013462258
2h,PFR,short,1.5,dist_to_low_n_pct,high50,41,16,25,0.3902439024390244,39%,0.8715913013462258,
2h,PFR,short,1.5,dist_to_low_n_pct,low60,49,15,34,0.30612244897959184,"30,6%",,1.00261208128666
2h,PFR,short,1.5,dist_to_low_n_pct,high60,49,19,30,0.3877551020408163,"38,8%",0.7360744202849391,
2h,PFR,short,1.5,vol_z,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,vol_z,low40,33,13,20,0.3939393939393939,"39,4%",,-0.3739153834464941
2h,PFR,short,1.5,vol_z,high40,33,11,22,0.3333333333333333,"33,3%",0.3569737759737268,
2h,PFR,short,1.5,vol_z,low50,41,14,27,0.34146341463414637,"34,1%",,-0.1826336344999022
2h,PFR,short,1.5,vol_z,high50,41,14,27,0.34146341463414637,"34,1%",-0.1826336344999022,
2h,PFR,short,1.5,vol_z,low60,49,17,32,0.3469387755102041,"34,7%",,0.3569737759737268
2h,PFR,short,1.5,vol_z,high60,49,16,33,0.32653061224489793,"32,7%",-0.3739153834464941,
2h,PFR,short,1.5,bars_since_new_high,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,bars_since_new_high,low40,35,10,25,0.2857142857142857,"28,6%",,23.0
2h,PFR,short,1.5,bars_since_new_high,high40,33,11,22,0.3333333333333333,"33,3%",32.0,
2h,PFR,short,1.5,bars_since_new_high,low50,42,14,28,0.3333333333333333,"33,3%",,26.0
2h,PFR,short,1.5,bars_since_new_high,high50,42,15,27,0.35714285714285715,"35,7%",26.0,
2h,PFR,short,1.5,bars_since_new_high,low60,50,17,33,0.34,34%,,32.0
2h,PFR,short,1.5,bars_since_new_high,high60,50,20,30,0.4,40%,23.0,
2h,PFR,short,1.5,pullback_from_new_high_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,pullback_from_new_high_pct,low40,33,9,24,0.2727272727272727,"27,3%",,4.314685038704188
2h,PFR,short,1.5,pullback_from_new_high_pct,high40,33,12,21,0.36363636363636365,"36,4%",5.318621715009426,
2h,PFR,short,1.5,pullback_from_new_high_pct,low50,41,12,29,0.2926829268292683,"29,3%",,4.7271938780119775
2h,PFR,short,1.5,pullback_from_new_high_pct,high50,41,17,24,0.4146341463414634,"41,5%",4.7271938780119775,
2h,PFR,short,1.5,pullback_from_new_high_pct,low60,49,16,33,0.32653061224489793,"32,7%",,5.318621715009426
2h,PFR,short,1.5,pullback_from_new_high_pct,high60,49,20,29,0.40816326530612246,"40,8%",4.314685038704188,
2h,PFR,short,1.5,bars_since_new_low,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,bars_since_new_low,low40,42,12,30,0.2857142857142857,"28,6%",,3.0
2h,PFR,short,1.5,bars_since_new_low,high40,39,16,23,0.41025641025641024,41%,4.0,
2h,PFR,short,1.5,bars_since_new_low,low50,42,12,30,0.2857142857142857,"28,6%",,3.0
2h,PFR,short,1.5,bars_since_new_low,high50,54,20,34,0.37037037037037035,37%,3.0,
2h,PFR,short,1.5,bars_since_new_low,low60,56,20,36,0.35714285714285715,"35,7%",,4.0
2h,PFR,short,1.5,bars_since_new_low,high60,54,20,34,0.37037037037037035,37%,3.0,
2h,PFR,short,1.5,pullback_from_new_low_pct,ALL,81,28,53,0.345679012345679,"34,6%",,
2h,PFR,short,1.5,pullback_from_new_low_pct,low40,33,10,23,0.30303030303030304,"30,3%",,0.8085903479338411
2h,PFR,short,1.5,pullback_from_new_low_pct,high40,33,13,20,0.3939393939393939,"39,4%",1.1281366288750772,
2h,PFR,short,1.5,pullback_from_new_low_pct,low50,41,13,28,0.3170731707317073,"31,7%",,0.9913130674572465
2h,PFR,short,1.5,pullback_from_new_low_pct,high50,41,15,26,0.36585365853658536,"36,6%",0.9913130674572465,
2h,PFR,short,1.5,pullback_from_new_low_pct,low60,49,16,33,0.32653061224489793,"32,7%",,1.1281366288750772
2h,PFR,short,1.5,pullback_from_new_low_pct,high60,49,18,31,0.3673469387755102,"36,7%",0.8085903479338411,
2h,PFR,short,2.0,slope_strength,ALL,80,23,57,0.2875,"28,7%",,
2h,PFR,short,2.0,slope_strength,low40,32,9,23,0.28125,"28,1%",,128.46000000000643
2h,PFR,short,2.0,slope_strength,high40,32,10,22,0.3125,"31,2%",185.96750000000173,
2h,PFR,short,2.0,slope_strength,low50,40,10,30,0.25,25%,,161.43749999999272
2h,PFR,short,2.0,slope_strength,high50,40,13,27,0.325,"32,5%",161.43749999999272,
2h,PFR,short,2.0,slope_strength,low60,48,13,35,0.2708333333333333,"27,1%",,185.96750000000173
2h,PFR,short,2.0,slope_strength,high60,48,14,34,0.2916666666666667,"29,2%",128.46000000000643,
2h,PFR,short,2.0,context_bars_since_extreme,ALL,80,23,57,0.2875,"28,7%",,
2h,PFR,short,2.0,context_bars_since_extreme,low40,42,10,32,0.23809523809523808,"23,8%",,3.0
2h,PFR,short,2.0,context_bars_since_extreme,high40,38,13,25,0.34210526315789475,"34,2%",4.0,
2h,PFR,short,2.0,context_bars_since_extreme,low50,42,10,32,0.23809523809523808,"23,8%",,3.0
2h,PFR,short,2.0,context_bars_since_extreme,high50,53,16,37,0.3018867924528302,"30,2%",3.0,
2h,PFR,short,2.0,context_bars_since_extreme,low60,56,16,40,0.2857142857142857,"28,6%",,4.0
2h,PFR,short,2.0,context_bars_since_extreme,high60,53,16,37,0.3018867924528302,"30,2%",3.0,
2h,PFR,short,2.0,context_pullback_pct,ALL,80,23,57,0.2875,"28,7%",,
2h,PFR,short,2.0,context_pullback_pct,low40,32,9,23,0.28125,"28,1%",,0.8002157053852406
2h,PFR,short,2.0,context_pullback_pct,high40,32,10,22,0.3125,"31,2%",1.1270300774537778,
2h,PFR,short,2.0,context_pullback_pct,low50,40,12,28,0.3,30%,,0.9631037799575298
2h,PFR,short,2.0,context_pullback_pct,high50,40,11,29,0.275,"27,5%",0.9631037799575298,
2h,PFR,short,2.0,context_pullback_pct,low60,48,13,35,0.2708333333333333,"27,1%",,1.1270300774537778
2h,PFR,short,2.0,context_pullback_pct,high60,48,14,34,0.2916666666666667,"29,2%",0.8002157053852406,
2h,PFR,short,2.0,context_after_extreme_flag,ALL,80,23,57,0.2875,"28,7%",,
2h,PFR,short,2.0,context_after_extreme_flag,val=1,71,20,51,0.28169014084507044,"28,2%",1.0,1.0
2h,PFR,short,2.0,ma_gap_pct,ALL,80,23,57,0.2875,"28,7%",,
2h,PFR,short,2.0,ma_gap_pct,low40,32,12,20,0.375,"37,5%",,-2.3670226303689472
2h,PFR,short,2.0,ma_gap_pct,high40,32,6,26,0.1875,"18,8%",-1.5447746556093584,
2h,PFR,short,2.0,ma_gap_pct,low50,40,14,26,0.35,35%,,-1.9641252410204342
2h,PFR,short,2.0,ma_gap_pct,high50,40,9,31,0.225,"22,5%",-1.9641252410204342,
2h,PFR,short,2.0,ma_gap_pct,low60,48,17,31,0.3541666666666667,"35,4%",,-1.5447746556093584
2h,PFR,short,2.0,ma_gap_pct,high60,48,11,37,0.22916666666666666,"22,9%",-2.3670226303689472,
2h,PFR,short,2.0,dist_to_sma80_pct,ALL,80,23,57,0.2875,"28,7%",,
2h,PFR,short,2.0,dist_to_sma80_pct,low40,32,11,21,0.34375,"34,4%",,-2.9895788877535256
2h,PFR,short,2.0,dist_to_sma80_pct,high40,32,6,26,0.1875,"18,8%",-2.056584218188833,
2h,PFR,short,2.0,dist_to_sma80_pct,low50,40,12,28,0.3,30%,,-2.5375376249100556
2h,PFR,short,2.0,dist_to_sma80_pct,high50,40,11,29,0.275,"27,5%",-2.5375376249100556,
2h,PFR,short,2.0,dist_to_sma80_pct,low60,48,17,31,0.3541666666666667,"35,4%",,-2.056584218188833
2h,PFR,short,2.0,dist_to_sma80_pct,high60,48,12,36,0.25,25%,-2.9895788877535256,
2h,PFR,short,2.0,atr_pct,ALL,80,23,57,0.2875,"28,7%",,
