Symbol,ExitProfile,FilterCfg,Train Trades,Test Trades,Eligible,Train WR 1,Train AvgR 1,Test WR 1,Test AvgR 1,Train WR 1.5,Train AvgR 1.5,Test WR 1.5,Test AvgR 1.5,Train WR 2,Train AvgR 2,Test WR 2,Test AvgR 2,Train WR 3,Train AvgR 3,Test WR 3,Test AvgR 3
BTC_USDT,E11,a0_b1_c0,264,113,True,0.3977272727272727,-0.041666666666666664,0.5132743362831859,0.13274336283185842,0.3560606060606061,0.031245847679397396,0.4424778761061947,0.22805737760300027,0.2916666666666667,0.012306453740003458,0.37168141592920356,0.25460605016937193,0.21212121212121213,0.01406290767409521,0.26548672566371684,0.26247828451889604
BTC_USDT,E10,a0_b1_c0,264,113,True,0.49242424242424243,-0.003228413002365992,0.5575221238938053,0.11504424778761062,0.38257575757575757,-0.017987250256856834,0.4778761061946903,0.21924662715135906,0.3333333333333333,0.025573355803749226,0.39823008849557523,0.2561431594050467,0.24242424242424243,0.059148056618722425,0.2920353982300885,0.27132784204101995
BTC_USDT,E01,a0_b1_c0,264,113,True,0.3977272727272727,-0.041666666666666664,0.5132743362831859,0.13274336283185842,0.3560606060606061,0.011363636363636364,0.4424778761061947,0.21238938053097345,0.2916666666666667,-0.007575757575757576,0.37168141592920356,0.23893805309734514,0.21212121212121213,-0.056818181818181816,0.26548672566371684,0.1592920353982301
BTC_USDT,E00,a0_b1_c0,264,113,True,0.49242424242424243,-0.015151515151515152,0.5575221238938053,0.11504424778761062,0.38257575757575757,-0.043560606060606064,0.4778761061946903,0.19469026548672566,0.3333333333333333,0.0,0.39823008849557523,0.19469026548672566,0.24242424242424243,-0.030303030303030304,0.2920353982300885,0.168141592920354
BTC_USDT,E10,a0_b0_c0,529,227,True,0.5066162570888468,0.02128325144748301,0.5110132158590308,0.024514838790961033,0.39697542533081287,0.01729284704405212,0.44052863436123346,0.1208759880689762,0.332703213610586,0.03753675527792104,0.3744493392070485,0.18681067996955655,0.24196597353497165,0.08313714864588662,0.2643171806167401,0.16653077048135112
BTC_USDT,E00,a0_b0_c0,529,227,True,0.5066162570888468,0.013232514177693762,0.5110132158590308,0.022026431718061675,0.39697542533081287,-0.007561436672967864,0.44052863436123346,0.1013215859030837,0.332703213610586,-0.001890359168241966,0.3744493392070485,0.12334801762114538,0.24196597353497165,-0.03213610586011342,0.2643171806167401,0.05726872246696035
BTC_USDT,E11,a0_b0_c0,529,227,True,0.4120982986767486,-0.011342155009451797,0.46255506607929514,0.0333254114781857,0.3497164461247637,0.03025437154137445,0.3832599118942731,0.08781702243477116,0.2948960302457467,0.03031426804413266,0.33480176211453744,0.1484907656595102,0.21739130434782608,0.053057570064036094,0.24669603524229075,0.18172933916623785
BTC_USDT,E01,a0_b0_c0,529,227,True,0.4120982986767486,-0.011342155009451797,0.46255506607929514,0.030837004405286344,0.3497164461247637,0.014177693761814745,0.3832599118942731,0.07268722466960352,0.2948960302457467,0.001890359168241966,0.33480176211453744,0.1145374449339207,0.21739130434782608,-0.04158790170132325,0.24669603524229075,0.08370044052863436
BTC_USDT,E10,a1_b0_c1,91,39,False,0.4835164835164835,-0.03296703296703297,0.5641025641025641,0.1282051282051282,0.4175824175824176,0.04395604395604396,0.5128205128205128,0.3078047486913986,0.37362637362637363,0.13484006692977382,0.46153846153846156,0.41036885125550115,0.25274725274725274,0.11208737251032312,0.41025641025641024,0.739268271020154
BTC_USDT,E01,a1_b0_c0,136,58,False,0.3602941176470588,-0.1323529411764706,0.5517241379310345,0.1724137931034483,0.36764705882352944,0.014705882352941176,0.46551724137931033,0.3017241379310345,0.3088235294117647,0.022058823529411766,0.39655172413793105,0.3103448275862069,0.22794117647058823,0.022058823529411766,0.3103448275862069,0.3275862068965517
BTC_USDT,E11,a1_b0_c0,136,58,False,0.3602941176470588,-0.1323529411764706,0.5517241379310345,0.1724137931034483,0.36764705882352944,0.014705882352941176,0.46551724137931033,0.3017241379310345,0.3088235294117647,0.022058823529411766,0.39655172413793105,0.3103448275862069,0.22794117647058823,0.05365787924307221,0.3103448275862069,0.39364590637562086
BTC_USDT,E01,a1_b0_c1,91,39,False,0.38461538461538464,-0.0989010989010989,0.5384615384615384,0.1282051282051282,0.3626373626373626,0.027472527472527472,0.48717948717948717,0.2948717948717949,0.31868131868131866,0.054945054945054944,0.4358974358974359,0.4358974358974359,0.21978021978021978,0.01098901098901099,0.358974358974359,0.5128205128205128
BTC_USDT,E11,a1_b0_c1,91,39,False,0.38461538461538464,-0.0989010989010989,0.5384615384615384,0.1282051282051282,0.3626373626373626,0.027472527472527472,0.48717948717948717,0.2948717948717949,0.31868131868131866,0.054945054945054944,0.4358974358974359,0.4358974358974359,0.21978021978021978,0.05821397337426174,0.358974358974359,0.6110631428150258
BTC_USDT,E00,a1_b0_c1,91,39,False,0.4835164835164835,-0.03296703296703297,0.5641025641025641,0.1282051282051282,0.4175824175824176,0.04395604395604396,0.5128205128205128,0.28205128205128205,0.37362637362637363,0.12087912087912088,0.46153846153846156,0.38461538461538464,0.25274725274725274,0.01098901098901099,0.41025641025641024,0.6410256410256411
BTC_USDT,E01,a1_b1_c0,122,52,False,0.36885245901639346,-0.10655737704918032,0.5384615384615384,0.1346153846153846,0.3770491803278688,0.04918032786885246,0.46153846153846156,0.2692307692307692,0.319672131147541,0.05737704918032787,0.38461538461538464,0.28846153846153844,0.23770491803278687,0.06557377049180328,0.3076923076923077,0.3076923076923077
BTC_USDT,E11,a1_b1_c0,122,52,False,0.36885245901639346,-0.10655737704918032,0.5384615384615384,0.1346153846153846,0.3770491803278688,0.04918032786885246,0.46153846153846156,0.2692307692307692,0.319672131147541,0.05737704918032787,0.38461538461538464,0.28846153846153844,0.23770491803278687,0.09038545480695412,0.3076923076923077,0.38137428018819247
BTC_USDT,E01,a0_b1_c1,104,45,False,0.38461538461538464,-0.09615384615384616,0.5555555555555556,0.13333333333333333,0.36538461538461536,0.028846153846153848,0.4666666666666667,0.25555555555555554,0.3173076923076923,0.04807692307692308,0.4222222222222222,0.37777777777777777,0.22115384615384615,0.009615384615384616,0.35555555555555557,0.4888888888888889
BTC_USDT,E11,a0_b1_c1,104,45,False,0.38461538461538464,-0.09615384615384616,0.5555555555555556,0.13333333333333333,0.36538461538461536,0.028846153846153848,0.4666666666666667,0.25555555555555554,0.3173076923076923,0.04807692307692308,0.4222222222222222,0.37777777777777777,0.22115384615384615,0.06317022607058152,0.35555555555555557,0.5740325015508002
BTC_USDT,E10,a0_b1_c1,104,45,False,0.4807692307692308,-0.038461538461538464,0.5555555555555556,0.1111111111111111,0.41346153846153844,0.03365384615384615,0.4888888888888889,0.24454189331032322,0.375,0.125,0.4444444444444444,0.3556530044214343,0.25,0.10069406569925063,0.37777777777777777,0.5962547237730225
BTC_USDT,E10,a1_b0_c0,136,58,False,0.47794117647058826,-0.04411764705882353,0.603448275862069,0.20689655172413793,0.40441176470588236,0.011029411764705883,0.4827586206896552,0.22421353791318183,0.35294117647058826,0.06816504478389278,0.41379310344827586,0.2586962965338715,0.2647058823529412,0.12647022719440737,0.3620689655172414,0.5143355615480346
BTC_USDT,E01,a0_b0_c1,150,65,False,0.3933333333333333,-0.04666666666666667,0.49230769230769234,0.06153846153846154,0.35333333333333333,0.03,0.4461538461538462,0.2230769230769231,0.32,0.07333333333333333,0.4153846153846154,0.3384615384615385,0.24,0.08,0.3230769230769231,0.38461538461538464
BTC_USDT,E11,a0_b0_c1,150,65,False,0.3933333333333333,-0.04666666666666667,0.49230769230769234,0.06153846153846154,0.35333333333333333,0.04429678473122024,0.4461538461538462,0.2230769230769231,0.32,0.08763011806455358,0.4153846153846154,0.3384615384615385,0.24,0.16087984400487987,0.3230769230769231,0.44356096261209244
BTC_USDT,E00,a0_b1_c1,104,45,False,0.4807692307692308,-0.038461538461538464,0.5555555555555556,0.1111111111111111,0.41346153846153844,0.03365384615384615,0.4888888888888889,0.2222222222222222,0.375,0.125,0.4444444444444444,0.3333333333333333,0.25,0.0,0.37777777777777777,0.5111111111111111
BTC_USDT,E10,a1_b1_c0,122,52,False,0.4918032786885246,-0.01639344262295082,0.5769230769230769,0.15384615384615385,0.4180327868852459,0.045081967213114756,0.4807692307692308,0.22123817690316433,0.36885245901639346,0.10655737704918032,0.40384615384615385,0.23085356151854894,0.27049180327868855,0.14696315416254088,0.34615384615384615,0.4582973571112694
