ts,open,high,low,close,volume
2023-12-29 18:00:00+00:00,41846.2,42197.0,41800.6,42152.8,31670079.0
2023-12-29 20:00:00+00:00,42152.8,42284.6,41897.3,41974.0,26786787.0
2023-12-29 22:00:00+00:00,41974.0,42135.0,41289.0,42095.1,240139266.0
2023-12-30 00:00:00+00:00,42095.1,42250.0,42038.9,42200.1,16136078.0
2023-12-30 02:00:00+00:00,42200.1,42226.3,41854.5,42014.7,30054355.0
2023-12-30 04:00:00+00:00,42014.7,42168.4,42007.4,42148.3,13496501.0
2023-12-30 06:00:00+00:00,42148.3,42205.0,41959.9,41985.7,12753061.0
2023-12-30 08:00:00+00:00,41985.7,42032.7,41551.4,41722.5,48403725.0
2023-12-30 10:00:00+00:00,41722.5,42005.6,41710.0,41933.6,33450072.0
2023-12-30 12:00:00+00:00,41933.6,42142.8,41915.1,42068.1,23386391.0
2023-12-30 14:00:00+00:00,42068.1,42472.0,42068.1,42410.6,41989943.0
2023-12-30 16:00:00+00:00,42410.6,42654.3,42278.7,42522.3,47637761.0
2023-12-30 18:00:00+00:00,42522.3,42550.9,42365.2,42395.1,17056490.0
2023-12-30 20:00:00+00:00,42395.1,42431.9,42223.6,42336.0,16881461.0
2023-12-30 22:00:00+00:00,42336.0,42346.1,42110.3,42174.3,219438477.0
2023-12-31 00:00:00+00:00,42174.3,42475.3,42169.7,42212.0,20878803.0
2023-12-31 02:00:00+00:00,42212.0,42278.3,42001.1,42209.6,19214972.0
2023-12-31 04:00:00+00:00,42209.6,42362.3,42189.9,42235.2,14026648.0
2023-12-31 06:00:00+00:00,42235.2,42720.0,42225.5,42564.0,33744539.0
2023-12-31 08:00:00+00:00,42564.0,42950.6,42400.1,42782.7,41578508.0
2023-12-31 10:00:00+00:00,42782.7,42820.0,42539.9,42561.8,15367752.0
2023-12-31 12:00:00+00:00,42561.8,42692.7,42381.0,42496.0,23255706.0
2023-12-31 14:00:00+00:00,42496.0,42627.8,42385.7,42489.1,19890991.0
2023-12-31 16:00:00+00:00,42489.1,42740.3,42465.4,42652.0,20344143.0
2023-12-31 18:00:00+00:00,42652.0,42766.7,42570.2,42659.9,11771842.0
2023-12-31 20:00:00+00:00,42659.9,42723.6,42544.1,42559.0,11158654.0
2023-12-31 22:00:00+00:00,42559.0,42629.8,42088.0,42314.0,153661877.0
2024-01-01 00:00:00+00:00,42314.0,42825.4,42289.6,42647.9,20117668.0
2024-01-01 02:00:00+00:00,42647.9,42676.9,42271.4,42369.6,15972227.0
2024-01-01 04:00:00+00:00,42369.6,42439.0,42212.0,42272.6,12677129.0
2024-01-01 06:00:00+00:00,42272.6,42535.9,42239.1,42529.9,11187003.0
2024-01-01 08:00:00+00:00,42529.9,42731.5,42489.3,42688.8,12730865.0
2024-01-01 10:00:00+00:00,42688.8,42800.0,42638.0,42727.7,13691122.0
2024-01-01 12:00:00+00:00,42727.7,42824.3,42650.0,42754.0,11304777.0
2024-01-01 14:00:00+00:00,42754.0,42886.9,42615.0,42817.0,15105627.0
2024-01-01 16:00:00+00:00,42817.0,42898.9,42693.1,42847.0,17410319.0
2024-01-01 18:00:00+00:00,42847.0,43592.8,42847.0,43556.4,54444005.0
2024-01-01 20:00:00+00:00,43556.4,43907.9,43531.9,43679.7,52780321.0
2024-01-01 22:00:00+00:00,43679.7,44264.3,43427.3,44230.2,223693992.0
2024-01-02 00:00:00+00:00,44230.2,45482.7,44201.2,44926.3,121603156.0
2024-01-02 02:00:00+00:00,44926.3,45565.0,44926.3,45435.0,62316736.0
2024-01-02 04:00:00+00:00,45435.0,45484.4,45154.3,45218.1,38846621.0
2024-01-02 06:00:00+00:00,45218.1,45833.5,45163.9,45495.4,37833804.0
2024-01-02 08:00:00+00:00,45495.4,45943.6,45365.0,45730.6,49659311.0
2024-01-02 10:00:00+00:00,45730.6,45772.8,45258.2,45485.7,34940305.0
2024-01-02 12:00:00+00:00,45485.7,45758.3,45319.3,45686.3,31549744.0
2024-01-02 14:00:00+00:00,45686.3,45850.2,44865.0,45214.9,80688536.0
2024-01-02 16:00:00+00:00,45214.9,45447.9,44920.9,45001.2,42026738.0
2024-01-02 18:00:00+00:00,45001.2,45303.0,44791.1,45074.1,39862264.0
2024-01-02 20:00:00+00:00,45074.1,45220.7,44607.9,45155.0,38798592.0
2024-01-02 22:00:00+00:00,45155.0,45336.5,44820.3,44979.7,252093162.0
2024-01-03 00:00:00+00:00,44979.7,45376.2,44895.8,45347.9,20864707.0
2024-01-03 02:00:00+00:00,45347.9,45463.3,45190.9,45297.8,18296449.0
2024-01-03 04:00:00+00:00,45297.8,45329.9,45144.0,45200.5,11807733.0
2024-01-03 06:00:00+00:00,45200.5,45421.0,44960.2,45035.7,21914965.0
