ts,open,high,low,close,volume
2020-06-05 00:00:00+00:00,9779.5,9849.5,9605.5,9619.5,12648208.0
2020-06-06 00:00:00+00:00,9619.5,9735.0,9531.0,9679.5,27077653.0
2020-06-07 00:00:00+00:00,9679.5,9802.0,9401.0,9741.5,22092848.0
2020-06-08 00:00:00+00:00,9741.5,9799.0,9651.0,9781.5,25817097.0
2020-06-09 00:00:00+00:00,9781.5,9870.5,9608.5,9774.0,44778753.0
2020-06-10 00:00:00+00:00,9774.0,9986.0,9702.5,9880.5,40197983.0
2020-06-11 00:00:00+00:00,9880.5,9957.0,9125.0,9281.5,37816424.0
2020-06-12 00:00:00+00:00,9281.5,9547.5,9243.0,9466.0,29868991.0
2020-06-13 00:00:00+00:00,9466.0,9490.5,9351.5,9474.0,22423644.0
2020-06-14 00:00:00+00:00,9474.0,9480.5,9250.0,9343.0,24103908.0
2020-06-15 00:00:00+00:00,9343.0,9493.0,8911.5,9424.0,37384463.0
2020-06-16 00:00:00+00:00,9424.0,9583.5,9380.0,9523.5,35460486.0
2020-06-17 00:00:00+00:00,9523.5,9565.0,9242.0,9463.0,22846928.0
2020-06-18 00:00:00+00:00,9463.0,9480.5,9279.0,9387.0,27691663.0
2020-06-19 00:00:00+00:00,9387.0,9435.0,9243.5,9311.5,25408273.0
2020-06-20 00:00:00+00:00,9311.5,9395.5,9179.5,9358.5,20967940.0
2020-06-21 00:00:00+00:00,9358.5,9419.5,9287.5,9295.5,19560242.0
2020-06-22 00:00:00+00:00,9295.5,9782.0,9277.0,9683.5,25650556.0
2020-06-23 00:00:00+00:00,9683.5,9719.0,9578.5,9624.0,25795019.0
2020-06-24 00:00:00+00:00,9624.0,9670.0,9205.5,9314.5,28720788.0
2020-06-25 00:00:00+00:00,9314.5,9339.5,9020.0,9248.5,28808497.0
2020-06-26 00:00:00+00:00,9248.5,9298.0,9049.5,9161.5,19907069.0
2020-06-27 00:00:00+00:00,9161.5,9195.0,8836.5,9011.5,25076350.0
2020-06-28 00:00:00+00:00,9011.5,9190.0,8945.0,9116.5,23373958.0
2020-06-29 00:00:00+00:00,9116.5,9235.5,9033.0,9188.5,22288310.0
2020-06-30 00:00:00+00:00,9188.5,9201.0,9064.0,9137.0,20448113.0
2020-07-01 00:00:00+00:00,9137.0,9288.5,9093.0,9243.0,36696942.0
2020-07-02 00:00:00+00:00,9243.0,9261.5,8941.5,9086.5,23566481.0
2020-07-03 00:00:00+00:00,9086.5,9124.5,9040.5,9059.0,18148405.0
2020-07-04 00:00:00+00:00,9059.0,9190.0,9045.0,9134.0,19289011.0
2020-07-05 00:00:00+00:00,9134.0,9145.0,8912.5,9073.0,20618924.0
2020-07-06 00:00:00+00:00,9073.0,9376.0,9058.5,9341.5,35109690.0
2020-07-07 00:00:00+00:00,9341.5,9376.0,9205.5,9256.5,29959874.0
2020-07-08 00:00:00+00:00,9256.5,9470.0,9229.5,9435.0,33244808.0
2020-07-09 00:00:00+00:00,9435.0,9440.0,9160.0,9233.0,42221900.0
2020-07-10 00:00:00+00:00,9233.0,9313.0,9126.5,9289.0,27096973.0
2020-07-11 00:00:00+00:00,9289.0,9298.5,9179.0,9234.0,22191480.0
2020-07-12 00:00:00+00:00,9234.0,9345.0,9159.0,9300.5,27702295.0
2020-07-13 00:00:00+00:00,9300.5,9340.5,9201.5,9241.5,29576247.0
2020-07-14 00:00:00+00:00,9241.5,9273.5,9116.0,9253.5,28035515.0
2020-07-15 00:00:00+00:00,9253.5,9272.0,9160.5,9198.0,22108572.0
2020-07-16 00:00:00+00:00,9198.0,9225.0,9047.5,9133.0,32124451.0
2020-07-17 00:00:00+00:00,9133.0,9185.0,9090.5,9155.0,20883689.0
2020-07-18 00:00:00+00:00,9155.0,9204.5,9125.0,9169.0,24536743.0
2020-07-19 00:00:00+00:00,9169.0,9229.5,9099.5,9207.5,20788036.0
2020-07-20 00:00:00+00:00,9207.5,9219.0,9135.0,9160.5,19432540.0
2020-07-21 00:00:00+00:00,9160.5,9437.5,9152.0,9387.5,31058514.0
2020-07-22 00:00:00+00:00,9387.5,9541.5,9277.5,9518.5,38216273.0
2020-07-23 00:00:00+00:00,9518.5,9663.0,9442.5,9605.5,34643735.0
2020-07-24 00:00:00+00:00,9605.5,9630.0,9467.0,9537.5,31967273.0
2020-07-25 00:00:00+00:00,9537.5,9730.0,9524.5,9702.0,33178812.0
2020-07-26 00:00:00+00:00,9702.0,10137.0,9650.0,9931.0,96195458.0
2020-07-27 00:00:00+00:00,9931.0,11378.0,9921.5,11031.0,199372973.0
2020-07-28 00:00:00+00:00,11031.0,11238.0,10569.0,10908.0,124331663.0
2020-07-29 00:00:00+00:00,10908.0,11340.0,10835.0,11106.0,85868286.0
2020-07-30 00:00:00+00:00,11106.0,11174.5,10835.0,11105.0,54671859.0
2020-07-31 00:00:00+00:00,11105.0,11442.5,10967.5,11341.5,38183542.0
2020-08-01 00:00:00+00:00,11341.5,11862.0,11223.0,11806.5,54906012.0
2020-08-02 00:00:00+00:00,11806.5,12105.0,10930.0,11074.5,93170909.0
2020-08-03 00:00:00+00:00,11074.5,11472.5,10954.0,11226.5,27199019.0
2020-08-04 00:00:00+00:00,11226.5,11419.5,11022.0,11195.0,22121867.0
2020-08-05 00:00:00+00:00,11195.0,11783.0,11101.0,11744.0,34355122.0
2020-08-06 00:00:00+00:00,11744.0,11903.5,11568.5,11767.5,27289104.0
2020-08-07 00:00:00+00:00,11767.5,11915.0,11329.0,11597.5,25973557.0
2020-08-08 00:00:00+00:00,11597.5,11812.0,11521.0,11768.0,22420717.0
2020-08-09 00:00:00+00:00,11768.0,11798.5,11530.0,11684.0,22968720.0
2020-08-10 00:00:00+00:00,11684.0,12057.0,11505.0,11896.0,26636368.0
2020-08-11 00:00:00+00:00,11896.0,11940.5,11132.5,11394.0,46046792.0
2020-08-12 00:00:00+00:00,11394.0,11621.0,11155.0,11569.5,25173826.0
2020-08-13 00:00:00+00:00,11569.5,11791.0,11278.0,11781.5,37391656.0
2020-08-14 00:00:00+00:00,11781.5,11855.0,11639.5,11763.5,26781967.0
2020-08-15 00:00:00+00:00,11763.5,11984.0,11690.5,11858.5,26805511.0
2020-08-16 00:00:00+00:00,11858.5,11940.0,11695.0,11915.0,22812592.0
2020-08-17 00:00:00+00:00,11915.0,12451.0,11774.5,12284.5,27628910.0
2020-08-18 00:00:00+00:00,12284.5,12396.5,11831.0,11954.0,24194231.0
2020-08-19 00:00:00+00:00,11954.0,12023.0,11580.0,11760.0,28037102.0
2020-08-20 00:00:00+00:00,11760.0,11884.0,11676.0,11861.0,21353468.0
2020-08-21 00:00:00+00:00,11861.0,11881.5,11499.5,11533.5,22616765.0
2020-08-22 00:00:00+00:00,11533.5,11687.5,11385.5,11669.5,21896950.0
2020-08-23 00:00:00+00:00,11669.5,11718.0,11520.5,11652.0,19962942.0
2020-08-24 00:00:00+00:00,11652.0,11827.5,11593.0,11758.0,21700629.0
2020-08-25 00:00:00+00:00,11758.0,11771.0,11119.5,11325.5,27749928.0
2020-08-26 00:00:00+00:00,11325.5,11541.5,11251.0,11467.0,21834986.0
2020-08-27 00:00:00+00:00,11467.0,11590.5,11133.5,11332.0,37117587.0
2020-08-28 00:00:00+00:00,11332.0,11545.0,11285.0,11532.0,28332270.0
2020-08-29 00:00:00+00:00,11532.0,11582.5,11425.0,11474.0,25930644.0
2020-08-30 00:00:00+00:00,11474.0,11715.0,11465.5,11715.0,29464379.0
2020-08-31 00:00:00+00:00,11715.0,11776.5,11575.5,11657.5,31940974.0
2020-09-01 00:00:00+00:00,11657.5,12056.0,11550.0,11929.5,39134727.0
2020-09-02 00:00:00+00:00,11929.5,11956.5,11179.5,11391.5,58632079.0
2020-09-03 00:00:00+00:00,11391.5,11465.5,9964.0,10148.0,82925746.0
2020-09-04 00:00:00+00:00,10148.0,10630.5,9904.5,10452.5,97219412.0
2020-09-05 00:00:00+00:00,10452.5,10568.5,9855.5,10171.0,95196081.0
2020-09-06 00:00:00+00:00,10171.0,10351.0,10003.0,10262.0,51353103.0
2020-09-07 00:00:00+00:00,10262.0,10412.0,9881.0,10376.5,54668322.0
2020-09-08 00:00:00+00:00,10376.5,10443.0,9856.0,10132.5,76487306.0
2020-09-09 00:00:00+00:00,10132.5,10345.0,9986.0,10223.5,26539244.0
2020-09-10 00:00:00+00:00,10223.5,10487.0,10217.5,10342.5,28141297.0
2020-09-11 00:00:00+00:00,10342.5,10401.0,10209.5,10392.5,19213565.0
2020-09-12 00:00:00+00:00,10392.5,10483.0,10275.5,10445.0,15217892.0
2020-09-13 00:00:00+00:00,10445.0,10585.0,10216.5,10335.0,20839602.0
2020-09-14 00:00:00+00:00,10335.0,10750.0,10249.0,10677.0,24057830.0
2020-09-15 00:00:00+00:00,10677.0,10935.0,10620.0,10790.0,33138641.0
2020-09-16 00:00:00+00:00,10790.0,11097.0,10670.0,10955.5,32409522.0
2020-09-17 00:00:00+00:00,10955.5,11049.0,10752.0,10944.0,20318538.0
2020-09-18 00:00:00+00:00,10944.0,11044.0,10819.5,10938.0,14883015.0
2020-09-19 00:00:00+00:00,10938.0,11184.0,10895.0,11084.0,15595001.0
2020-09-20 00:00:00+00:00,11084.0,11084.5,10769.0,10925.0,16893006.0
2020-09-21 00:00:00+00:00,10925.0,10993.5,10323.5,10422.0,30063958.0
2020-09-22 00:00:00+00:00,10422.0,10576.5,10365.5,10534.0,18794831.0
2020-09-23 00:00:00+00:00,10534.0,10541.0,10143.5,10246.0,21715766.0
2020-09-24 00:00:00+00:00,10246.0,10800.0,10200.0,10739.0,23966786.0
2020-09-25 00:00:00+00:00,10739.0,10765.0,10561.5,10692.5,20490592.0
2020-09-26 00:00:00+00:00,10692.5,10822.5,10652.0,10733.0,15916083.0
2020-09-27 00:00:00+00:00,10733.0,10804.5,10599.5,10778.0,19170216.0
2020-09-28 00:00:00+00:00,10778.0,10956.0,10650.0,10701.5,22918075.0
2020-09-29 00:00:00+00:00,10701.5,10868.0,10643.0,10844.5,16294736.0
2020-09-30 00:00:00+00:00,10844.5,10851.5,10671.0,10782.0,18305917.0
2020-10-01 00:00:00+00:00,10782.0,10925.0,10450.0,10617.0,32299442.0
2020-10-02 00:00:00+00:00,10617.0,10663.0,10371.5,10567.5,30129624.0
2020-10-03 00:00:00+00:00,10567.5,10591.0,10494.5,10538.5,11165536.0
2020-10-04 00:00:00+00:00,10538.5,10693.0,10515.5,10665.0,19165275.0
2020-10-05 00:00:00+00:00,10665.0,10795.0,10615.0,10788.0,19800398.0
2020-10-06 00:00:00+00:00,10788.0,10797.0,10525.0,10598.0,21064374.0
2020-10-07 00:00:00+00:00,10598.0,10677.0,10548.0,10647.0,11412638.0
2020-10-08 00:00:00+00:00,10647.0,10947.0,10530.5,10922.0,24121128.0
2020-10-09 00:00:00+00:00,10922.0,11096.5,10829.5,11048.0,17562363.0
2020-10-10 00:00:00+00:00,11048.0,11483.5,11048.0,11291.0,29962723.0
2020-10-11 00:00:00+00:00,11291.0,11440.0,11270.5,11368.5,19513485.0
2020-10-12 00:00:00+00:00,11368.5,11722.5,11186.0,11532.0,30712719.0
2020-10-13 00:00:00+00:00,11532.0,11557.5,11309.0,11419.0,23500735.0
2020-10-14 00:00:00+00:00,11419.0,11545.5,11290.0,11418.0,19796467.0
2020-10-15 00:00:00+00:00,11418.0,11599.0,11257.0,11503.5,21997116.0
2020-10-16 00:00:00+00:00,11503.5,11539.5,11200.0,11316.0,24298069.0
2020-10-17 00:00:00+00:00,11316.0,11400.0,11258.0,11356.0,12459616.0
2020-10-18 00:00:00+00:00,11356.0,11504.5,11339.5,11504.5,10826615.0
2020-10-19 00:00:00+00:00,11504.5,11821.0,11405.5,11744.0,18958848.0
2020-10-20 00:00:00+00:00,11744.0,12034.0,11675.5,11910.0,25583894.0
2020-10-21 00:00:00+00:00,11910.0,13216.5,11886.5,12782.5,68282876.0
2020-10-22 00:00:00+00:00,12782.5,13181.0,12680.0,12968.5,43662114.0
2020-10-23 00:00:00+00:00,12968.5,13025.0,12724.5,12923.0,26956176.0
2020-10-24 00:00:00+00:00,12923.0,13165.0,12870.0,13112.5,23036010.0
2020-10-25 00:00:00+00:00,13112.5,13349.5,12895.0,13031.0,29404988.0
2020-10-26 00:00:00+00:00,13031.0,13231.5,12773.0,13052.5,29146719.0
2020-10-27 00:00:00+00:00,13052.5,13789.5,13041.5,13635.5,39756360.0
2020-10-28 00:00:00+00:00,13635.5,13857.0,12891.5,13269.0,50981804.0
2020-10-29 00:00:00+00:00,13269.0,13638.0,12976.0,13456.5,37601669.0
2020-10-30 00:00:00+00:00,13456.5,13665.5,13122.0,13557.5,46457102.0
2020-10-31 00:00:00+00:00,13557.5,14098.0,13420.5,13791.0,47064516.0
2020-11-01 00:00:00+00:00,13791.0,13893.5,13613.0,13761.0,25317334.0
2020-11-02 00:00:00+00:00,13761.0,13828.5,13201.5,13553.0,36208106.0
2020-11-03 00:00:00+00:00,13553.0,14061.0,13285.5,14023.0,45222617.0
2020-11-04 00:00:00+00:00,14023.0,14255.0,13528.0,14130.0,64495014.0
2020-11-05 00:00:00+00:00,14130.0,15740.5,14093.5,15586.5,91864314.0
2020-11-06 00:00:00+00:00,15586.5,15958.0,15186.5,15578.0,50303938.0
2020-11-07 00:00:00+00:00,15578.0,15753.5,14349.5,14813.5,34789476.0
2020-11-08 00:00:00+00:00,14813.5,15650.0,14704.5,15476.5,16402241.0
2020-11-09 00:00:00+00:00,15476.5,15839.5,14816.5,15326.5,39920186.0
2020-11-10 00:00:00+00:00,15326.5,15460.0,15081.0,15297.5,22138666.0
2020-11-11 00:00:00+00:00,15297.5,15959.5,15275.5,15685.0,23740418.0
2020-11-12 00:00:00+00:00,15685.0,16341.0,15450.0,16297.0,29458492.0
2020-11-13 00:00:00+00:00,16297.0,16473.5,15958.5,16321.0,25336420.0
2020-11-14 00:00:00+00:00,16321.0,16327.0,15701.0,16063.0,16667362.0
2020-11-15 00:00:00+00:00,16063.0,16161.0,15776.0,15953.5,18646193.0
2020-11-16 00:00:00+00:00,15953.5,16880.0,15866.5,16714.5,29009315.0
2020-11-17 00:00:00+00:00,16714.5,17854.0,16550.0,17651.0,34054913.0
2020-11-18 00:00:00+00:00,17651.0,18475.0,17250.0,17776.0,68784048.0
2020-11-19 00:00:00+00:00,17776.0,18168.0,17338.5,17803.5,23236158.0
2020-11-20 00:00:00+00:00,17803.5,18804.5,17748.5,18661.0,57998833.0
2020-11-21 00:00:00+00:00,18661.0,19004.0,18310.5,18722.5,38544150.0
2020-11-22 00:00:00+00:00,18722.5,18779.0,17655.0,18438.5,52648738.0
