timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate,win_rate_pct
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,3,3,52,23,29,0.4423076923076923,"44,2%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,0,0,66,22,44,0.3333333333333333,"33,3%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,1,0,42,13,29,0.30952380952380953,31%
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,1,1,44,18,26,0.4090909090909091,"40,9%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,1,2,31,14,17,0.45161290322580644,"45,2%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,2,2,49,14,35,0.2857142857142857,"28,6%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,2,3,43,16,27,0.37209302325581395,"37,2%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,3,1,33,8,25,0.24242424242424243,"24,2%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,3,2,33,13,20,0.3939393939393939,"39,4%"
1h,DL,2.0,dist_to_sma80_pct,ret_1_pct,3,3,55,20,35,0.36363636363636365,"36,4%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,0,0,42,12,30,0.2857142857142857,"28,6%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,0,3,43,18,25,0.4186046511627907,"41,9%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,1,1,32,9,23,0.28125,"28,1%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,1,2,41,21,20,0.5121951219512195,"51,2%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,1,3,33,10,23,0.30303030303030304,"30,3%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,2,1,41,11,30,0.2682926829268293,"26,8%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,2,2,36,11,25,0.3055555555555556,"30,6%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,3,0,37,8,29,0.21621621621621623,"21,6%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,3,1,35,14,21,0.4,40%
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,3,2,31,13,18,0.41935483870967744,"41,9%"
1h,DL,2.0,dist_to_sma80_pct,ret_3_pct,3,3,30,12,18,0.4,40%
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,0,0,82,32,50,0.3902439024390244,39%
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,0,1,32,8,24,0.25,25%
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,1,0,43,14,29,0.32558139534883723,"32,6%"
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,1,1,62,25,37,0.4032258064516129,"40,3%"
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,2,2,61,21,40,0.3442622950819672,"34,4%"
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,2,3,47,13,34,0.2765957446808511,"27,7%"
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,3,2,38,11,27,0.2894736842105263,"28,9%"
1h,DL,2.0,dist_to_sma80_pct,ret_5_pct,3,3,73,29,44,0.3972602739726027,"39,7%"
1h,DL,2.0,dist_to_sma80_pct,rsi,0,0,89,28,61,0.3146067415730337,"31,5%"
1h,DL,2.0,dist_to_sma80_pct,rsi,0,1,43,14,29,0.32558139534883723,"32,6%"
1h,DL,2.0,dist_to_sma80_pct,rsi,1,0,44,14,30,0.3181818181818182,"31,8%"
1h,DL,2.0,dist_to_sma80_pct,rsi,1,1,62,27,35,0.43548387096774194,"43,5%"
1h,DL,2.0,dist_to_sma80_pct,rsi,2,2,58,17,41,0.29310344827586204,"29,3%"
1h,DL,2.0,dist_to_sma80_pct,rsi,2,3,58,22,36,0.3793103448275862,"37,9%"
1h,DL,2.0,dist_to_sma80_pct,rsi,3,2,54,18,36,0.3333333333333333,"33,3%"
1h,DL,2.0,dist_to_sma80_pct,rsi,3,3,68,26,42,0.38235294117647056,"38,2%"
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,0,0,83,23,60,0.27710843373493976,"27,7%"
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,0,1,49,19,30,0.3877551020408163,"38,8%"
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,1,0,50,14,36,0.28,28%
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,1,1,59,27,32,0.4576271186440678,"45,8%"
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,2,2,58,17,41,0.29310344827586204,"29,3%"
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,2,3,57,19,38,0.3333333333333333,"33,3%"
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,3,2,58,17,41,0.29310344827586204,"29,3%"
1h,DL,2.0,dist_to_sma80_pct,pos_in_range_n,3,3,68,29,39,0.4264705882352941,"42,6%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,0,2,39,16,23,0.41025641025641024,41%
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,0,3,92,25,67,0.2717391304347826,"27,2%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,1,2,55,20,35,0.36363636363636365,"36,4%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,1,3,35,11,24,0.3142857142857143,"31,4%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,2,0,66,25,41,0.3787878787878788,"37,9%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,2,1,46,12,34,0.2608695652173913,"26,1%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,3,0,51,22,29,0.43137254901960786,"43,1%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_high_n_pct,3,1,58,18,40,0.3103448275862069,31%
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,0,0,59,14,45,0.23728813559322035,"23,7%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,0,1,44,22,22,0.5,50%
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,1,0,66,23,43,0.3484848484848485,"34,8%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,1,1,40,14,26,0.35,35%
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,2,1,34,12,22,0.35294117647058826,"35,3%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,2,2,53,20,33,0.37735849056603776,"37,7%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,2,3,37,6,31,0.16216216216216217,"16,2%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,3,2,43,13,30,0.3023255813953488,"30,2%"
1h,DL,2.0,dist_to_sma80_pct,dist_to_low_n_pct,3,3,76,27,49,0.35526315789473684,"35,5%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,0,0,38,10,28,0.2631578947368421,"26,3%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,0,1,32,15,17,0.46875,"46,9%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,0,3,35,10,25,0.2857142857142857,"28,6%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,1,0,33,11,22,0.3333333333333333,"33,3%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,1,1,37,12,25,0.32432432432432434,"32,4%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,1,3,33,14,19,0.42424242424242425,"42,4%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,2,0,34,9,25,0.2647058823529412,"26,5%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,2,2,35,9,26,0.2571428571428571,"25,7%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,2,3,35,18,17,0.5142857142857142,"51,4%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,3,1,35,11,24,0.3142857142857143,"31,4%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,3,2,40,17,23,0.425,"42,5%"
1h,DL,2.0,dist_to_sma80_pct,vol_z,3,3,30,13,17,0.43333333333333335,"43,3%"
1h,DL,2.0,atr_pct,clv,0,0,31,12,19,0.3870967741935484,"38,7%"
1h,DL,2.0,atr_pct,clv,0,1,32,12,20,0.375,"37,5%"
1h,DL,2.0,atr_pct,clv,0,2,31,13,18,0.41935483870967744,"41,9%"
1h,DL,2.0,atr_pct,clv,0,3,39,16,23,0.41025641025641024,41%
1h,DL,2.0,atr_pct,clv,1,1,32,13,19,0.40625,"40,6%"
1h,DL,2.0,atr_pct,clv,1,2,38,12,26,0.3157894736842105,"31,6%"
1h,DL,2.0,atr_pct,clv,1,3,35,12,23,0.34285714285714286,"34,3%"
1h,DL,2.0,atr_pct,clv,2,0,34,9,25,0.2647058823529412,"26,5%"
1h,DL,2.0,atr_pct,clv,2,1,34,14,20,0.4117647058823529,"41,2%"
1h,DL,2.0,atr_pct,clv,2,2,35,8,27,0.22857142857142856,"22,9%"
1h,DL,2.0,atr_pct,clv,3,0,41,11,30,0.2682926829268293,"26,8%"
1h,DL,2.0,atr_pct,clv,3,1,34,14,20,0.4117647058823529,"41,2%"
1h,DL,2.0,atr_pct,clv,3,3,30,9,21,0.3,30%
1h,DL,2.0,atr_pct,range_pct,0,0,81,30,51,0.37037037037037035,37%
1h,DL,2.0,atr_pct,range_pct,0,1,32,12,20,0.375,"37,5%"
1h,DL,2.0,atr_pct,range_pct,1,0,31,9,22,0.2903225806451613,29%
1h,DL,2.0,atr_pct,range_pct,1,1,42,17,25,0.40476190476190477,"40,5%"
1h,DL,2.0,atr_pct,range_pct,1,2,33,12,21,0.36363636363636365,"36,4%"
1h,DL,2.0,atr_pct,range_pct,2,1,36,8,28,0.2222222222222222,"22,2%"
1h,DL,2.0,atr_pct,range_pct,2,2,41,9,32,0.21951219512195122,22%
1h,DL,2.0,atr_pct,range_pct,2,3,39,17,22,0.4358974358974359,"43,6%"
1h,DL,2.0,atr_pct,range_pct,3,2,47,15,32,0.3191489361702128,"31,9%"
1h,DL,2.0,atr_pct,range_pct,3,3,59,15,44,0.2542372881355932,"25,4%"
1h,DL,2.0,atr_pct,body_pct,0,0,39,14,25,0.358974358974359,"35,9%"
1h,DL,2.0,atr_pct,body_pct,0,2,30,13,17,0.43333333333333335,"43,3%"
1h,DL,2.0,atr_pct,body_pct,0,3,35,14,21,0.4,40%
1h,DL,2.0,atr_pct,body_pct,1,1,35,11,24,0.3142857142857143,"31,4%"
1h,DL,2.0,atr_pct,body_pct,1,2,43,18,25,0.4186046511627907,"41,9%"
1h,DL,2.0,atr_pct,body_pct,1,3,30,8,22,0.26666666666666666,"26,7%"
1h,DL,2.0,atr_pct,body_pct,2,0,31,12,19,0.3870967741935484,"38,7%"
1h,DL,2.0,atr_pct,body_pct,2,1,37,10,27,0.2702702702702703,27%
1h,DL,2.0,atr_pct,body_pct,2,2,34,11,23,0.3235294117647059,"32,4%"
1h,DL,2.0,atr_pct,body_pct,2,3,30,8,22,0.26666666666666666,"26,7%"
1h,DL,2.0,atr_pct,body_pct,3,0,39,6,33,0.15384615384615385,"15,4%"
1h,DL,2.0,atr_pct,body_pct,3,1,31,12,19,0.3870967741935484,"38,7%"
1h,DL,2.0,atr_pct,body_pct,3,3,38,9,29,0.23684210526315788,"23,7%"
1h,DL,2.0,atr_pct,upper_wick_pct,0,0,34,17,17,0.5,50%
1h,DL,2.0,atr_pct,upper_wick_pct,0,1,33,12,21,0.36363636363636365,"36,4%"
1h,DL,2.0,atr_pct,upper_wick_pct,0,2,35,10,25,0.2857142857142857,"28,6%"
1h,DL,2.0,atr_pct,upper_wick_pct,0,3,31,14,17,0.45161290322580644,"45,2%"
1h,DL,2.0,atr_pct,upper_wick_pct,1,0,40,12,28,0.3,30%
1h,DL,2.0,atr_pct,upper_wick_pct,1,1,32,12,20,0.375,"37,5%"
1h,DL,2.0,atr_pct,upper_wick_pct,1,2,37,13,24,0.35135135135135137,"35,1%"
1h,DL,2.0,atr_pct,upper_wick_pct,2,0,33,5,28,0.15151515151515152,"15,2%"
1h,DL,2.0,atr_pct,upper_wick_pct,2,1,30,13,17,0.43333333333333335,"43,3%"
1h,DL,2.0,atr_pct,upper_wick_pct,2,3,41,15,26,0.36585365853658536,"36,6%"
1h,DL,2.0,atr_pct,upper_wick_pct,3,1,37,9,28,0.24324324324324326,"24,3%"
1h,DL,2.0,atr_pct,upper_wick_pct,3,2,32,10,22,0.3125,"31,2%"
1h,DL,2.0,atr_pct,upper_wick_pct,3,3,38,10,28,0.2631578947368421,"26,3%"
1h,DL,2.0,atr_pct,lower_wick_pct,0,1,32,15,17,0.46875,"46,9%"
1h,DL,2.0,atr_pct,lower_wick_pct,0,2,37,13,24,0.35135135135135137,"35,1%"
1h,DL,2.0,atr_pct,lower_wick_pct,0,3,35,13,22,0.37142857142857144,"37,1%"
1h,DL,2.0,atr_pct,lower_wick_pct,1,1,35,14,21,0.4,40%
1h,DL,2.0,atr_pct,lower_wick_pct,1,2,36,10,26,0.2777777777777778,"27,8%"
1h,DL,2.0,atr_pct,lower_wick_pct,1,3,36,14,22,0.3888888888888889,"38,9%"
1h,DL,2.0,atr_pct,lower_wick_pct,2,0,37,13,24,0.35135135135135137,"35,1%"
1h,DL,2.0,atr_pct,lower_wick_pct,2,1,33,11,22,0.3333333333333333,"33,3%"
1h,DL,2.0,atr_pct,lower_wick_pct,2,2,31,9,22,0.2903225806451613,29%
1h,DL,2.0,atr_pct,lower_wick_pct,2,3,31,8,23,0.25806451612903225,"25,8%"
1h,DL,2.0,atr_pct,lower_wick_pct,3,0,42,11,31,0.2619047619047619,"26,2%"
1h,DL,2.0,atr_pct,lower_wick_pct,3,1,32,9,23,0.28125,"28,1%"
1h,DL,2.0,atr_pct,lower_wick_pct,3,3,31,8,23,0.25806451612903225,"25,8%"
1h,DL,2.0,atr_pct,ret_1_pct,0,1,43,15,28,0.3488372093023256,"34,9%"
1h,DL,2.0,atr_pct,ret_1_pct,0,2,47,20,27,0.425531914893617,"42,6%"
1h,DL,2.0,atr_pct,ret_1_pct,1,0,33,12,21,0.36363636363636365,"36,4%"
1h,DL,2.0,atr_pct,ret_1_pct,1,2,36,14,22,0.3888888888888889,"38,9%"
1h,DL,2.0,atr_pct,ret_1_pct,1,3,35,9,26,0.2571428571428571,"25,7%"
1h,DL,2.0,atr_pct,ret_1_pct,2,0,35,9,26,0.2571428571428571,"25,7%"
1h,DL,2.0,atr_pct,ret_1_pct,2,1,34,9,25,0.2647058823529412,"26,5%"
1h,DL,2.0,atr_pct,ret_1_pct,2,3,39,15,24,0.38461538461538464,"38,5%"
1h,DL,2.0,atr_pct,ret_1_pct,3,0,44,15,29,0.3409090909090909,"34,1%"
1h,DL,2.0,atr_pct,ret_1_pct,3,3,37,11,26,0.2972972972972973,"29,7%"
1h,DL,2.0,atr_pct,ret_3_pct,0,1,43,14,29,0.32558139534883723,"32,6%"
1h,DL,2.0,atr_pct,ret_3_pct,0,2,43,19,24,0.4418604651162791,"44,2%"
1h,DL,2.0,atr_pct,ret_3_pct,1,1,37,10,27,0.2702702702702703,27%
1h,DL,2.0,atr_pct,ret_3_pct,1,2,36,17,19,0.4722222222222222,"47,2%"
1h,DL,2.0,atr_pct,ret_3_pct,1,3,30,8,22,0.26666666666666666,"26,7%"
1h,DL,2.0,atr_pct,ret_3_pct,2,0,38,10,28,0.2631578947368421,"26,3%"
1h,DL,2.0,atr_pct,ret_3_pct,2,3,36,15,21,0.4166666666666667,"41,7%"
1h,DL,2.0,atr_pct,ret_3_pct,3,0,43,8,35,0.18604651162790697,"18,6%"
1h,DL,2.0,atr_pct,ret_3_pct,3,3,43,16,27,0.37209302325581395,"37,2%"
1h,DL,2.0,atr_pct,ret_5_pct,0,1,42,19,23,0.4523809523809524,"45,2%"
1h,DL,2.0,atr_pct,ret_5_pct,0,2,50,17,33,0.34,34%
1h,DL,2.0,atr_pct,ret_5_pct,1,1,33,10,23,0.30303030303030304,"30,3%"
1h,DL,2.0,atr_pct,ret_5_pct,1,2,38,13,25,0.34210526315789475,"34,2%"
1h,DL,2.0,atr_pct,ret_5_pct,1,3,33,11,22,0.3333333333333333,"33,3%"
1h,DL,2.0,atr_pct,ret_5_pct,2,0,36,16,20,0.4444444444444444,"44,4%"
1h,DL,2.0,atr_pct,ret_5_pct,2,1,31,6,25,0.1935483870967742,"19,4%"
1h,DL,2.0,atr_pct,ret_5_pct,2,3,45,16,29,0.35555555555555557,"35,6%"
1h,DL,2.0,atr_pct,ret_5_pct,3,0,49,17,32,0.3469387755102041,"34,7%"
1h,DL,2.0,atr_pct,ret_5_pct,3,3,34,7,27,0.20588235294117646,"20,6%"
1h,DL,2.0,atr_pct,rsi,0,1,41,17,24,0.4146341463414634,"41,5%"
1h,DL,2.0,atr_pct,rsi,0,2,39,16,23,0.41025641025641024,41%
1h,DL,2.0,atr_pct,rsi,0,3,31,13,18,0.41935483870967744,"41,9%"
1h,DL,2.0,atr_pct,rsi,1,2,40,8,32,0.2,20%
1h,DL,2.0,atr_pct,rsi,1,3,37,16,21,0.43243243243243246,"43,2%"
1h,DL,2.0,atr_pct,rsi,2,0,30,9,21,0.3,30%
1h,DL,2.0,atr_pct,rsi,2,1,35,12,23,0.34285714285714286,"34,3%"
1h,DL,2.0,atr_pct,rsi,2,3,40,15,25,0.375,"37,5%"
1h,DL,2.0,atr_pct,rsi,3,0,55,16,39,0.2909090909090909,"29,1%"
1h,DL,2.0,atr_pct,pos_in_range_n,0,1,40,18,22,0.45,45%
1h,DL,2.0,atr_pct,pos_in_range_n,0,2,35,13,22,0.37142857142857144,"37,1%"
1h,DL,2.0,atr_pct,pos_in_range_n,0,3,37,16,21,0.43243243243243246,"43,2%"
1h,DL,2.0,atr_pct,pos_in_range_n,1,0,30,9,21,0.3,30%
1h,DL,2.0,atr_pct,pos_in_range_n,1,2,39,11,28,0.28205128205128205,"28,2%"
1h,DL,2.0,atr_pct,pos_in_range_n,1,3,37,13,24,0.35135135135135137,"35,1%"
1h,DL,2.0,atr_pct,pos_in_range_n,2,0,31,7,24,0.22580645161290322,"22,6%"
1h,DL,2.0,atr_pct,pos_in_range_n,2,1,35,13,22,0.37142857142857144,"37,1%"
1h,DL,2.0,atr_pct,pos_in_range_n,2,2,30,9,21,0.3,30%
1h,DL,2.0,atr_pct,pos_in_range_n,2,3,36,12,24,0.3333333333333333,"33,3%"
1h,DL,2.0,atr_pct,pos_in_range_n,3,0,51,15,36,0.29411764705882354,"29,4%"
1h,DL,2.0,atr_pct,pos_in_range_n,3,1,31,10,21,0.3225806451612903,"32,3%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,0,0,60,26,34,0.43333333333333335,"43,3%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,0,1,42,17,25,0.40476190476190477,"40,5%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,0,2,30,10,20,0.3333333333333333,"33,3%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,1,0,41,14,27,0.34146341463414637,"34,1%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,1,1,37,8,29,0.21621621621621623,"21,6%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,1,2,39,17,22,0.4358974358974359,"43,6%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,2,2,38,14,24,0.3684210526315789,"36,8%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,2,3,39,11,28,0.28205128205128205,"28,2%"
1h,DL,2.0,atr_pct,dist_to_high_n_pct,3,3,78,20,58,0.2564102564102564,"25,6%"
1h,DL,2.0,atr_pct,dist_to_low_n_pct,0,0,57,22,35,0.38596491228070173,"38,6%"
1h,DL,2.0,atr_pct,dist_to_low_n_pct,0,1,43,18,25,0.4186046511627907,"41,9%"
1h,DL,2.0,atr_pct,dist_to_low_n_pct,1,0,35,12,23,0.34285714285714286,"34,3%"
1h,DL,2.0,atr_pct,dist_to_low_n_pct,1,2,50,18,32,0.36,36%
1h,DL,2.0,atr_pct,dist_to_low_n_pct,2,1,32,13,19,0.40625,"40,6%"
1h,DL,2.0,atr_pct,dist_to_low_n_pct,2,3,46,15,31,0.32608695652173914,"32,6%"
1h,DL,2.0,atr_pct,dist_to_low_n_pct,3,1,31,14,17,0.45161290322580644,"45,2%"
1h,DL,2.0,atr_pct,dist_to_low_n_pct,3,3,60,14,46,0.23333333333333334,"23,3%"
1h,DL,2.0,atr_pct,vol_z,0,1,34,10,24,0.29411764705882354,"29,4%"
1h,DL,2.0,atr_pct,vol_z,0,2,41,16,25,0.3902439024390244,39%
1h,DL,2.0,atr_pct,vol_z,0,3,31,17,14,0.5483870967741935,"54,8%"
1h,DL,2.0,atr_pct,vol_z,1,2,36,10,26,0.2777777777777778,"27,8%"
1h,DL,2.0,atr_pct,vol_z,1,3,39,17,22,0.4358974358974359,"43,6%"
1h,DL,2.0,atr_pct,vol_z,2,1,36,11,25,0.3055555555555556,"30,6%"
1h,DL,2.0,atr_pct,vol_z,2,3,40,15,25,0.375,"37,5%"
1h,DL,2.0,atr_pct,vol_z,3,0,49,13,36,0.2653061224489796,"26,5%"
1h,DL,2.0,atr_pct,vol_z,3,1,34,14,20,0.4117647058823529,"41,2%"
1h,DL,2.0,clv,range_pct,0,1,35,13,22,0.37142857142857144,"37,1%"
1h,DL,2.0,clv,range_pct,0,2,35,9,26,0.2571428571428571,"25,7%"
1h,DL,2.0,clv,range_pct,0,3,36,11,25,0.3055555555555556,"30,6%"
1h,DL,2.0,clv,range_pct,1,0,39,14,25,0.358974358974359,"35,9%"
1h,DL,2.0,clv,range_pct,1,1,32,13,19,0.40625,"40,6%"
1h,DL,2.0,clv,range_pct,1,2,30,16,14,0.5333333333333333,"53,3%"
1h,DL,2.0,clv,range_pct,1,3,31,10,21,0.3225806451612903,"32,3%"
1h,DL,2.0,clv,range_pct,2,0,34,11,23,0.3235294117647059,"32,4%"
1h,DL,2.0,clv,range_pct,2,1,34,8,26,0.23529411764705882,"23,5%"
1h,DL,2.0,clv,range_pct,2,2,37,12,25,0.32432432432432434,"32,4%"
1h,DL,2.0,clv,range_pct,3,0,33,15,18,0.45454545454545453,"45,5%"
1h,DL,2.0,clv,range_pct,3,1,31,11,20,0.3548387096774194,"35,5%"
1h,DL,2.0,clv,range_pct,3,2,30,6,24,0.2,20%
1h,DL,2.0,clv,range_pct,3,3,39,15,24,0.38461538461538464,"38,5%"
1h,DL,2.0,clv,body_pct,0,2,34,15,19,0.4411764705882353,"44,1%"
1h,DL,2.0,clv,body_pct,0,3,56,14,42,0.25,25%
1h,DL,2.0,clv,body_pct,1,0,53,21,32,0.39622641509433965,"39,6%"
1h,DL,2.0,clv,body_pct,1,1,39,16,23,0.41025641025641024,41%
1h,DL,2.0,clv,body_pct,2,0,40,9,31,0.225,"22,5%"
1h,DL,2.0,clv,body_pct,2,1,43,13,30,0.3023255813953488,"30,2%"
1h,DL,2.0,clv,body_pct,2,2,35,10,25,0.2857142857142857,"28,6%"
1h,DL,2.0,clv,body_pct,3,2,39,16,23,0.41025641025641024,41%
1h,DL,2.0,clv,body_pct,3,3,47,16,31,0.3404255319148936,34%
1h,DL,2.0,clv,upper_wick_pct,0,2,36,11,25,0.3055555555555556,"30,6%"
1h,DL,2.0,clv,upper_wick_pct,0,3,63,20,43,0.31746031746031744,"31,7%"
1h,DL,2.0,clv,upper_wick_pct,1,2,33,14,19,0.42424242424242425,"42,4%"
1h,DL,2.0,clv,upper_wick_pct,1,3,66,26,40,0.3939393939393939,"39,4%"
1h,DL,2.0,clv,upper_wick_pct,2,1,53,17,36,0.32075471698113206,"32,1%"
1h,DL,2.0,clv,upper_wick_pct,2,2,63,16,47,0.25396825396825395,"25,4%"
1h,DL,2.0,clv,upper_wick_pct,3,0,93,33,60,0.3548387096774194,"35,5%"
1h,DL,2.0,clv,upper_wick_pct,3,1,40,14,26,0.35,35%
1h,DL,2.0,clv,lower_wick_pct,0,0,98,30,68,0.30612244897959184,"30,6%"
1h,DL,2.0,clv,lower_wick_pct,0,1,35,10,25,0.2857142857142857,"28,6%"
1h,DL,2.0,clv,lower_wick_pct,1,1,42,20,22,0.47619047619047616,"47,6%"
1h,DL,2.0,clv,lower_wick_pct,1,2,64,22,42,0.34375,"34,4%"
1h,DL,2.0,clv,lower_wick_pct,2,2,32,9,23,0.28125,"28,1%"
1h,DL,2.0,clv,lower_wick_pct,2,3,61,15,46,0.2459016393442623,"24,6%"
1h,DL,2.0,clv,lower_wick_pct,3,2,36,12,24,0.3333333333333333,"33,3%"
1h,DL,2.0,clv,lower_wick_pct,3,3,60,22,38,0.36666666666666664,"36,7%"
1h,DL,2.0,clv,ret_1_pct,0,0,94,29,65,0.30851063829787234,"30,9%"
1h,DL,2.0,clv,ret_1_pct,0,1,35,9,26,0.2571428571428571,"25,7%"
1h,DL,2.0,clv,ret_1_pct,1,0,35,15,20,0.42857142857142855,"42,9%"
1h,DL,2.0,clv,ret_1_pct,1,1,58,23,35,0.39655172413793105,"39,7%"
1h,DL,2.0,clv,ret_1_pct,2,1,34,7,27,0.20588235294117646,"20,6%"
1h,DL,2.0,clv,ret_1_pct,2,2,49,18,31,0.3673469387755102,"36,7%"
1h,DL,2.0,clv,ret_1_pct,2,3,45,12,33,0.26666666666666666,"26,7%"
1h,DL,2.0,clv,ret_1_pct,3,2,51,17,34,0.3333333333333333,"33,3%"
1h,DL,2.0,clv,ret_1_pct,3,3,77,28,49,0.36363636363636365,"36,4%"
1h,DL,2.0,clv,ret_3_pct,0,0,55,17,38,0.3090909090909091,"30,9%"
1h,DL,2.0,clv,ret_3_pct,0,1,31,6,25,0.1935483870967742,"19,4%"
1h,DL,2.0,clv,ret_3_pct,1,0,33,8,25,0.24242424242424243,"24,2%"
1h,DL,2.0,clv,ret_3_pct,1,1,40,13,27,0.325,"32,5%"
1h,DL,2.0,clv,ret_3_pct,1,2,31,19,12,0.6129032258064516,"61,3%"
1h,DL,2.0,clv,ret_3_pct,2,1,30,8,22,0.26666666666666666,"26,7%"
1h,DL,2.0,clv,ret_3_pct,2,2,33,11,22,0.3333333333333333,"33,3%"
1h,DL,2.0,clv,ret_3_pct,2,3,40,11,29,0.275,"27,5%"
1h,DL,2.0,clv,ret_3_pct,3,1,31,12,19,0.3870967741935484,"38,7%"
1h,DL,2.0,clv,ret_3_pct,3,2,40,13,27,0.325,"32,5%"
1h,DL,2.0,clv,ret_3_pct,3,3,46,17,29,0.3695652173913043,37%
1h,DL,2.0,clv,ret_5_pct,0,0,56,18,38,0.32142857142857145,"32,1%"
1h,DL,2.0,clv,ret_5_pct,0,1,54,17,37,0.3148148148148148,"31,5%"
1h,DL,2.0,clv,ret_5_pct,1,0,51,24,27,0.47058823529411764,"47,1%"
1h,DL,2.0,clv,ret_5_pct,1,1,34,13,21,0.38235294117647056,"38,2%"
1h,DL,2.0,clv,ret_5_pct,1,2,30,7,23,0.23333333333333334,"23,3%"
1h,DL,2.0,clv,ret_5_pct,2,2,48,18,30,0.375,"37,5%"
1h,DL,2.0,clv,ret_5_pct,2,3,48,11,37,0.22916666666666666,"22,9%"
1h,DL,2.0,clv,ret_5_pct,3,2,40,12,28,0.3,30%
1h,DL,2.0,clv,ret_5_pct,3,3,59,22,37,0.3728813559322034,"37,3%"
1h,DL,2.0,clv,rsi,0,0,70,19,51,0.2714285714285714,"27,1%"
1h,DL,2.0,clv,rsi,0,1,43,18,25,0.4186046511627907,"41,9%"
1h,DL,2.0,clv,rsi,1,0,41,16,25,0.3902439024390244,39%
1h,DL,2.0,clv,rsi,1,1,46,19,27,0.41304347826086957,"41,3%"
