ts,open,high,low,close,volume
2023-12-29 18:00:00+00:00,41846.2,42150.7,41800.6,42090.9,20023522.0
2023-12-29 19:00:00+00:00,42090.9,42197.0,41978.6,42152.8,11646557.0
2023-12-29 20:00:00+00:00,42152.8,42163.2,41971.7,42068.0,8988510.0
2023-12-29 21:00:00+00:00,42068.0,42284.6,41897.3,41974.0,17798277.0
2023-12-29 22:00:00+00:00,41974.0,41982.0,41289.0,41794.7,214045149.0
2023-12-29 23:00:00+00:00,41794.7,42135.0,41788.4,42095.1,26094117.0
2023-12-30 00:00:00+00:00,42095.1,42250.0,42038.9,42131.4,9455516.0
2023-12-30 01:00:00+00:00,42131.4,42241.4,42115.2,42200.1,6680562.0
2023-12-30 02:00:00+00:00,42200.1,42226.3,41881.0,41940.1,15869819.0
2023-12-30 03:00:00+00:00,41940.1,42055.0,41854.5,42014.7,14184536.0
2023-12-30 04:00:00+00:00,42014.7,42105.9,42007.4,42026.6,6854208.0
2023-12-30 05:00:00+00:00,42026.6,42168.4,42012.3,42148.3,6642293.0
2023-12-30 06:00:00+00:00,42148.3,42205.0,42070.0,42091.6,5609786.0
2023-12-30 07:00:00+00:00,42091.6,42168.9,41959.9,41985.7,7143275.0
2023-12-30 08:00:00+00:00,41985.7,42032.7,41572.2,41612.1,28107716.0
2023-12-30 09:00:00+00:00,41612.1,41765.0,41551.4,41722.5,20296009.0
2023-12-30 10:00:00+00:00,41722.5,41848.1,41710.0,41835.7,11503769.0
2023-12-30 11:00:00+00:00,41835.7,42005.6,41835.7,41933.6,21946303.0
2023-12-30 12:00:00+00:00,41933.6,42142.8,41915.1,42024.7,15135392.0
2023-12-30 13:00:00+00:00,42024.7,42087.2,41917.6,42068.1,8250999.0
2023-12-30 14:00:00+00:00,42068.1,42299.0,42068.1,42274.7,19192899.0
2023-12-30 15:00:00+00:00,42274.7,42472.0,42215.3,42410.6,22797044.0
2023-12-30 16:00:00+00:00,42410.6,42643.2,42410.3,42440.0,26207101.0
2023-12-30 17:00:00+00:00,42440.0,42654.3,42278.7,42522.3,21430660.0
2023-12-30 18:00:00+00:00,42522.3,42550.9,42365.2,42446.7,9522958.0
2023-12-30 19:00:00+00:00,42446.7,42494.2,42375.0,42395.1,7533532.0
2023-12-30 20:00:00+00:00,42395.1,42431.9,42223.6,42314.0,11146095.0
2023-12-30 21:00:00+00:00,42314.0,42361.8,42253.9,42336.0,5735366.0
2023-12-30 22:00:00+00:00,42336.0,42346.1,42110.3,42167.3,187104350.0
2023-12-30 23:00:00+00:00,42167.3,42332.3,42131.3,42174.3,32334127.0
