timeframe,setup,slope_strength,bars_since_new_high,pullback_from_new_high_pct,dist_to_sma80_pct,atr_pct,clv,lower_wick_pct,pos_in_range_n,ret_5_pct,vol_z,rr_1.0,rr_1.5,rr_2.0
1h,PFR,56.98749999999927,2,0.8272960462733554,1.3759119814471654,0.5138171946497085,0.7910189982728832,69.5164075993074,0.726683471371984,0.6500881287934135,-0.11238910937284448,loss,loss,loss
1h,8.2,33.63750000000073,3,0.8100278551531979,0.4280344063289393,0.4675356769759345,0.23207547169812237,23.207547169812237,0.64257620452311,1.0453792195409983,0.20571940312905704,loss,loss,loss
1h,PFR,34.29999999999927,4,0.7702878365831066,0.4968685003350279,0.4950187998066556,0.7969924812030016,72.38550922761584,0.6601114388724988,0.7071240105540832,0.6748023460111041,loss,loss,loss
1h,PFR,51.17499999999927,0,0.1707875778780262,2.0945954899078645,0.41967591444006136,0.8723110865968037,26.172090457804988,0.9199930879557643,1.2787360085623423,2.237623527312932,win,win,win
1h,8.2,49.34999999999491,1,0.4498295267074851,2.2356073812396957,0.40038383818190293,0.6430817610062697,64.30817610062697,0.8355227882037524,0.3358779754206731,-0.5929286210180833,win,win,win
1h,8.3,49.34999999999491,1,0.4498295267074851,2.2356073812396957,0.40038383818190293,0.6430817610062697,64.30817610062697,0.8355227882037524,0.3358779754206731,-0.5929286210180833,win,win,win
1h,8.3,51.70000000000073,2,0.7919757977382462,2.957811782545473,0.4907876510390098,0.43338008415144647,3.646563814864756,0.6903689101661487,1.0346977699530413,-0.5888014520467022,win,win,win
1h,8.2,63.424999999995634,2,1.252386460724924,4.460191300826565,0.7296342545848522,0.005903187721369489,0.5903187721369489,0.7371023691785369,0.92315100292506,-0.6259771217249851,loss,loss,loss
1h,8.3,63.424999999995634,2,1.252386460724924,4.460191300826565,0.7296342545848522,0.005903187721369489,0.5903187721369489,0.7371023691785369,0.92315100292506,-0.6259771217249851,loss,loss,loss
1h,PFR,8.450000000000728,32,2.3616731770604455,1.5266099709221317,0.4037501929111572,0.6799628942486063,22.541743970314876,0.6059814858770466,-0.16178321049793443,-0.43494890707837663,win,win,loss
1h,PFR,19.200000000000728,21,0.488420590495006,0.5497575879148526,0.23802958562788554,0.8452380952381181,69.72789115646346,0.8659169550173007,0.21554106333592227,-0.7017967427763797,win,win,win
1h,8.3,19.200000000000728,21,0.488420590495006,0.5497575879148526,0.23802958562788554,0.8452380952381181,69.72789115646346,0.8659169550173007,0.21554106333592227,-0.7017967427763797,win,win,win
1h,PFR,5.287499999998545,34,3.3463546420356995,0.3966325694341551,0.5442184579388828,0.8728323699422084,14.45086705202297,0.6478848204763614,0.41380147390699396,-0.6550380189503663,loss,loss,loss
1h,8.3,7.3125,0,0.49661212711765573,0.3348703469858529,0.47175951607650096,0.40567312021611496,28.54570013507513,0.7192683964270505,0.0624252788329116,1.439398529069339,win,win,loss
1h,8.3,21.549999999995634,19,0.6563481817028404,0.6410818276514055,0.40683102668762106,0.4228791773779147,42.28791773779147,0.6858928571428611,0.4842313440722279,-0.15812236423576675,win,loss,loss
1h,DL,16.262500000004366,20,0.7466473630400172,0.5078157988354959,0.40518716913563413,0.577217962760144,57.7217962760144,0.7486998127730412,0.4399015224746172,0.0602791251061296,win,loss,loss
1h,8.3,16.262500000004366,20,0.7466473630400172,0.5078157988354959,0.40518716913563413,0.577217962760144,57.7217962760144,0.7486998127730412,0.4399015224746172,0.0602791251061296,win,loss,loss
1h,PFR,20.100000000002183,29,0.9286613992900464,0.3121408958196731,0.5260061236205208,0.623956594323877,21.869782971618587,0.6900699912510925,0.2700322184363779,0.21922611906343287,win,loss,loss
1h,8.3,19.650000000001455,2,0.4145093570516356,0.7017959704974736,0.533842381555779,0.8067141403865703,80.67141403865703,0.7879499217527361,0.5723156772788451,-0.8342900422868592,win,win,loss
1h,8.3,3.837499999997817,2,0.4902203327256437,1.1901358088730916,0.4711071235964986,0.7464114832535682,63.4768740031879,0.796749250433955,0.3038452537606595,-1.1203702935301434,loss,loss,loss
1h,PFR,15.424999999999272,3,0.3646204027571198,1.3244498344431523,0.48603876631884657,0.8291087489779102,55.92804578904188,0.8488243648414032,0.4215864539937497,0.5941353355378093,loss,loss,loss
1h,8.3,8.549999999999272,2,0.3252157238734392,0.3068520843277335,0.3139370114229867,0.5144157814871124,38.08801213960793,0.7014084507042279,0.0696901675259376,0.1602199837657172,loss,loss,loss
1h,PFR,5.737499999999272,5,0.21860019175455417,0.37553540185392725,0.3375959500565544,0.8682634730538922,49.64071856287512,0.7992957746478874,0.04306565975051857,1.5430352805719278,loss,loss,loss
1h,PFR,10.450000000000728,20,0.8232994878245944,0.4175868478386279,0.36825634114391653,0.834873949579835,58.82352941176471,0.7644087938205597,0.19327801018209634,1.8297380115721067,win,win,win
1h,PFR,29.25,1,1.4858780641849199,0.9571829219202481,0.6274496781608949,0.9341176470588193,37.88235294117626,0.5168147970213766,0.9805554714238163,1.088679380872128,win,win,win
1h,8.3,52.01250000000073,1,1.0148772616712698,1.4943877922549433,0.7857172065960937,0.53485254691692,45.17426273458631,0.6882559059568226,0.5284302184352718,-0.6665855086850954,loss,loss,loss
1h,8.2,91.37499999999636,2,1.2943158763453853,6.971859030888723,1.1617351524544106,0.28758673862759493,28.758673862759494,0.8462418300653589,1.7843085804250647,-0.4925341849387208,win,win,win
1h,8.3,71.20000000000437,6,0.7589147553385397,7.085689181637836,0.9153701500974389,0.5084409136047702,37.43793445878894,0.9098447712418297,0.2828461129507964,-0.9703218772598572,win,win,win
1h,PFR,26.11250000000291,1,1.0438591987952839,6.811285900603653,0.8133867274061293,0.5331412103746366,15.603128859613516,0.8634124496193462,0.2312214873053442,-0.5134360646722135,win,win,win
1h,DL,137.72500000000218,4,2.7392771397054028,9.264105554745592,1.292031838905013,0.43855581318317594,43.85558131831759,0.6542304857072653,0.47223562848563994,-0.6098265429759204,win,loss,loss
1h,8.3,137.72500000000218,4,2.7392771397054028,9.264105554745592,1.292031838905013,0.43855581318317594,43.85558131831759,0.6542304857072653,0.47223562848563994,-0.6098265429759204,win,win,loss
1h,8.3,15.349999999998545,43,2.2607228602945924,3.3415415702741695,0.4770329918378732,0.8469899665551882,37.87625418060186,0.7190476190476206,0.3962501208079727,-0.5785177292147676,loss,loss,loss
1h,DL,3.525000000005093,45,2.461228992278238,2.8474198364710936,0.5229424673000582,0.5963167587477033,59.63167587477033,0.5852813852813884,0.23772926870744282,1.7408380839970559,win,win,win
1h,8.3,3.525000000005093,45,2.461228992278238,2.8474198364710936,0.5229424673000582,0.5963167587477033,59.63167587477033,0.5852813852813884,0.23772926870744282,1.7408380839970559,win,win,win
1h,8.3,100.31250000000364,5,1.8497220015885645,4.392854620528017,1.138915401462013,0.6971873129862267,58.348294434469615,0.653864447086801,-1.101898389730127,-0.3197180836591232,loss,loss,loss
1h,DL,35.912499999998545,2,0.5967967252525933,0.3868474571322101,0.4852669073041453,0.44607843137254904,44.6078431372549,0.757010582010581,0.6917409032122235,0.9698921327292186,win,loss,loss
1h,8.2,35.912499999998545,2,0.5967967252525933,0.3868474571322101,0.4852669073041453,0.44607843137254904,44.6078431372549,0.757010582010581,0.6917409032122235,0.9698921327292186,win,loss,loss
1h,8.3,35.912499999998545,2,0.5967967252525933,0.3868474571322101,0.4852669073041453,0.44607843137254904,44.6078431372549,0.757010582010581,0.6917409032122235,0.9698921327292186,win,loss,loss
1h,8.3,50.64999999999782,2,0.4205821794158666,0.8218338955692378,0.4648230536555411,0.22117847993166642,22.11784799316664,0.861444492070296,0.923062722111978,-0.0015187603656377268,loss,loss,loss
1h,8.2,47.55000000000291,0,0.9213257231806932,0.603737179943916,0.5296140104449896,0.29643387815750605,29.643387815750604,0.7231264009355823,0.5774200451006628,2.1504929256864136,loss,loss,loss
1h,8.3,47.55000000000291,0,0.9213257231806932,0.603737179943916,0.5296140104449896,0.29643387815750605,29.643387815750604,0.7231264009355823,0.5774200451006628,2.1504929256864136,loss,loss,loss
1h,DL,32.56250000000364,2,2.0251206988551673,0.7968465544938469,0.7430289640829355,0.3837662337662243,38.37662337662243,0.40827187004014415,0.9498067464262849,0.22700376956315663,win,win,win
1h,8.3,32.56250000000364,2,2.0251206988551673,0.7968465544938469,0.7430289640829355,0.3837662337662243,38.37662337662243,0.40827187004014415,0.9498067464262849,0.22700376956315663,win,win,win
1h,8.3,19.087499999997817,6,1.5851410203566556,1.1778578830471123,0.6707617983948481,0.4891216760676846,14.66559226430331,0.5368312949304442,0.22517538950135307,-0.8386585025324546,win,win,loss
1h,8.3,16.787500000002183,1,0.33944065657800304,0.4785915902272311,0.27053302671677193,0.5689981096408278,51.9848771266562,0.7077484559236401,0.17961795130649882,-0.7326470323151413,loss,loss,loss
1h,8.3,9.037500000002183,2,0.5270678400935254,0.3521253655414037,0.49551127277068924,0.5102996254681683,36.51685393258452,0.7449316360207457,0.25464031237623086,-0.14643175346538043,loss,loss,loss
1h,8.3,48.8125,2,0.5614192679092747,1.4532268089726392,0.4351944029644378,0.5769230769230769,57.692307692307686,0.7651952233999729,1.1447143435187268,0.32365579170105124,win,win,loss
1h,8.2,58.462500000001455,1,0.8938155987704415,1.7996299023672808,0.5524809874452635,0.06480558325024972,6.4805583250249725,0.6633877159309033,0.15129128723134766,0.036360704761547846,loss,loss,loss
1h,8.3,15.13749999999709,25,1.5579896907216446,0.7991982616687469,0.48219966076781823,0.748226950354625,74.8226950354625,0.5414283078058695,-0.2445211270824199,-0.6865897861864193,win,win,win
1h,8.3,23.900000000001455,2,0.4541299570181139,1.1015414930807024,0.3301147551736127,0.5012886597937957,50.12886597937957,0.714139971434398,0.28147949803909444,-0.6484803917860268,loss,loss,loss
1h,DL,74.63750000000073,2,1.8721733668341665,2.2495990112742383,0.9622906962867708,0.6291809323149882,62.918093231498815,0.6285055465536588,1.3925126887080364,0.05239790598099399,loss,loss,loss
1h,8.2,74.63750000000073,2,1.8721733668341665,2.2495990112742383,0.9622906962867708,0.6291809323149882,62.918093231498815,0.6285055465536588,1.3925126887080364,0.05239790598099399,loss,loss,loss
1h,8.3,74.63750000000073,2,1.8721733668341665,2.2495990112742383,0.9622906962867708,0.6291809323149882,62.918093231498815,0.6285055465536588,1.3925126887080364,0.05239790598099399,loss,loss,loss
1h,8.3,44.13749999999709,6,1.3511306532663339,2.608346250655397,1.0096257491974745,0.5255255255255256,52.552552552552555,0.7224516129032253,0.14315365264991886,-0.7766804276890754,loss,loss,loss
1h,8.3,27.525000000001455,1,0.7575458150534234,0.8837059005535741,0.318606627017842,0.9277566539924073,1.140684410643653,0.6118798515018576,0.8207883985424491,-0.18413029556954372,loss,loss,loss
1h,8.3,25.19999999999709,2,0.7145577662654582,0.3200827988828585,0.45837255555248557,0.5261932479627469,48.89406286379428,0.5962673776423555,0.6984042334987839,-0.31128955941931,loss,loss,loss
1h,8.2,5.399999999997817,3,0.38610430912730265,0.41465166861428215,0.4356381012609654,0.27554179566562964,27.554179566562965,0.7789412449098316,0.9119636038001921,-0.756171238999065,loss,loss,loss
1h,DL,16.67500000000291,4,0.4629864829623031,0.32621638155165444,0.4139060775897687,0.4058219178082215,40.58219178082215,0.7349234050804722,0.40278636607438134,-0.6774478843920141,loss,loss,loss
1h,8.2,16.67500000000291,4,0.4629864829623031,0.32621638155165444,0.4139060775897687,0.4058219178082215,40.58219178082215,0.7349234050804722,0.40278636607438134,-0.6774478843920141,loss,loss,loss
1h,DL,21.575000000000728,5,0.5344496489498954,0.24570401977920805,0.3945756129262618,0.35478806907381355,35.478806907381355,0.6940081442699262,-0.2774231228946933,-0.48464239454294955,loss,loss,loss
1h,8.2,44.85000000000582,2,1.4229617304492463,1.2784860058883436,0.6710414126761193,0.0713224368499324,7.132243684993241,0.7148953193759177,1.3005221923186205,-0.09158008072318953,loss,loss,loss
1h,8.3,44.85000000000582,2,1.4229617304492463,1.2784860058883436,0.6710414126761193,0.0713224368499324,7.132243684993241,0.7148953193759177,1.3005221923186205,-0.09158008072318953,loss,loss,loss
1h,PFR,11.674999999999272,4,0.5929384261477352,0.12962342294997703,0.42607809893625886,0.9632746748278558,66.1820964039782,0.6320893948977435,0.24087798827474582,0.461813061850379,loss,loss,loss
1h,8.3,11.674999999999272,4,0.5929384261477352,0.12962342294997703,0.42607809893625886,0.9632746748278558,66.1820964039782,0.6320893948977435,0.24087798827474582,0.461813061850379,loss,loss,loss
1h,8.2,14.30000000000291,0,1.074634513026751,0.8468666406792752,0.366670447359852,0.02656488549617432,2.656488549617432,0.5480578395236713,0.6092000521093821,2.751893295673437,win,win,win
1h,DL,18.512500000000728,1,0.2760632164417061,0.029379033371531915,0.28068980460783016,0.6429980276133743,64.29980276133743,0.8000491279783793,0.0020405387022082166,-0.37536079805379324,loss,loss,loss
1h,8.2,18.512500000000728,1,0.2760632164417061,0.029379033371531915,0.28068980460783016,0.6429980276133743,64.29980276133743,0.8000491279783793,0.0020405387022082166,-0.37536079805379324,loss,loss,loss
1h,PFR,1.6124999999992724,4,0.30909243736007336,0.14726070806617833,0.17593999370371713,0.8631961259079967,39.58837772397252,0.627017058552324,0.09859284607240948,0.49002177936819713,loss,loss,loss
1h,8.2,190.73749999999927,4,2.1418020679468266,5.253258492512491,1.114036906489737,0.030470914127428163,3.0470914127428164,0.7328609388839677,0.5424770076574381,0.0829079538730886,loss,loss,loss
1h,PFR,12.999999999996362,3,0.6577613156756799,0.27000315537945796,0.4011051231625763,0.8309859154929812,41.373239436620246,0.5102564102564164,0.1469674935677734,-1.117214274545896,loss,loss,loss
1h,8.3,21.487499999999272,1,0.40005852636767436,0.45762115834250977,0.363531231654308,0.545563549160662,54.5563549160662,0.717893021992936,0.4169270843442652,0.32706263749059333,win,win,win
1h,PFR,43.125,5,0.9151235209028084,1.7622992112209679,0.7138228647662618,0.5717488789237621,53.92376681614143,0.7228956999085089,0.32696609877818084,-0.7085829810165258,loss,loss,loss
1h,8.3,43.125,5,0.9151235209028084,1.7622992112209679,0.7138228647662618,0.5717488789237621,53.92376681614143,0.7228956999085089,0.32696609877818084,-0.7085829810165258,win,loss,loss
1h,8.3,44.987499999995634,2,0.8343808984880909,1.5658400883166053,0.7974136987740346,0.21604503870514455,4.644616467275589,0.8475575908964748,1.16620560863534,0.025823760232906137,loss,loss,loss
1h,8.3,47.73750000000291,1,0.7544181393798015,1.8318791913529173,0.9307877457052215,0.7797947908445044,5.288082083662738,0.867399267399266,0.16444160602084867,0.0410095443111555,loss,loss,loss
1h,PFR,36.36250000000291,0,0.233379780859048,1.743665165969385,0.5772093877753512,0.7625871417505844,68.82261812548421,0.8812475784579636,1.3113892142876393,2.671695608318954,win,win,win
1h,8.3,31.999999999996362,0,0.4653495059697694,1.700291684151269,0.5842837405936133,0.5464642724916673,20.881155127729777,0.7866968483371057,0.23028429782416815,1.299843091023018,loss,loss,loss
1h,PFR,24.349999999998545,0,0.03054056805456033,2.7031976267171314,0.6600017241565097,0.976857142857147,10.800000000000832,0.9882113229515376,1.4715168679079182,0.23894130912788475,loss,loss,loss
1h,8.3,39.3125,1,0.681595066834385,2.5905239919695475,0.5608515321942008,0.40819584885577503,40.819584885577505,0.7324934075593336,0.6654913058611767,0.509667082830307,win,loss,loss
