timeframe,setup,slope_strength,bars_since_new_high,pullback_from_new_high_pct,dist_to_sma80_pct,atr_pct,clv,lower_wick_pct,pos_in_range_n,ret_5_pct,vol_z,rr_1.0,rr_1.5,rr_2.0
1h,8.2,183.27500000000873,1,0.9438988900682467,2.692416470435804,0.7116692014029639,0.5138782395338182,51.38782395338182,0.7350956796212293,1.1015706385580026,0.22149216483655657,win,win,win
1h,8.3,66.875,2,0.5542808636527866,3.0252112577820656,0.725714229371577,0.7365319865320136,30.723905723906853,0.8583649509628475,0.5453978954524263,-0.8796076857327535,win,loss,loss
1h,8.3,69.29999999998836,5,0.3171321393252379,3.083913735083297,0.5849917232734816,0.8879446018256023,49.54359458608613,0.9100909415829362,0.20120950993023357,-0.8403739299403159,loss,loss,loss
1h,DL,39.73749999998836,16,0.7896622984011576,0.6964108914131492,0.41735997428294713,0.16753298680525072,16.753298680525074,0.6473189263249649,0.39297637626394266,-0.7182888361937644,win,win,loss
1h,8.2,39.73749999998836,16,0.7896622984011576,0.6964108914131492,0.41735997428294713,0.16753298680525072,16.753298680525074,0.6473189263249649,0.39297637626394266,-0.7182888361937644,win,win,win
1h,8.3,39.73749999998836,16,0.7896622984011576,0.6964108914131492,0.41735997428294713,0.16753298680525072,16.753298680525074,0.6473189263249649,0.39297637626394266,-0.7182888361937644,win,win,win
1h,PFR,29.46249999999418,17,0.7708375747062687,0.6777523079975524,0.40290703346798223,0.4869343530911218,40.08922880815584,0.6557264744348235,0.1809020890319868,-0.8473233681933366,win,win,win
1h,8.3,74.92500000000291,2,0.21545831529538778,0.5806947523596373,0.40013439410623003,0.9042121684867486,67.89391575662755,0.8514919513152825,0.9643842090550914,0.5882997152017206,loss,loss,loss
1h,DL,276.7250000000058,1,0.5794141590139777,1.4070231195158545,0.6531079549453888,0.6544336441182402,65.44336441182402,0.8690994740747922,2.689629738899546,0.44439184460154973,loss,loss,loss
1h,8.3,276.7250000000058,1,0.5794141590139777,1.4070231195158545,0.6531079549453888,0.6544336441182402,65.44336441182402,0.8690994740747922,2.689629738899546,0.44439184460154973,loss,loss,loss
1h,8.3,70.30000000000291,2,0.41699319259750806,0.38383555785193846,0.4298943812347741,0.8071548351034035,64.50531022917716,0.7942562261610915,0.6414056695542847,-0.42961890664756075,win,win,win
1h,8.2,98.02500000000146,1,1.29515778673742,0.6138229046067183,0.5953560395940373,0.1718942189421916,17.18942189421916,0.5443830363185186,0.7599883481545167,0.7348609667811893,loss,loss,loss
1h,8.3,98.02500000000146,1,1.29515778673742,0.6138229046067183,0.5953560395940373,0.1718942189421916,17.18942189421916,0.5443830363185186,0.7599883481545167,0.7348609667811893,loss,loss,loss
1h,8.3,88.57500000000437,3,0.41555415311423355,0.6288135788609425,0.34791427856448687,0.28900071890724305,14.450035945362153,0.7648351648351621,1.2362495003183094,-0.3456899463671725,loss,loss,loss
1h,DL,90.54999999999563,5,0.4893441429195616,0.5352172072223851,0.36573478461058717,0.49649923896498793,49.64992389649879,0.7230769230769217,-0.06321759691875206,0.8128646494733288,win,win,win
1h,8.2,90.54999999999563,5,0.4893441429195616,0.5352172072223851,0.36573478461058717,0.49649923896498793,49.64992389649879,0.7230769230769217,-0.06321759691875206,0.8128646494733288,win,win,win
1h,8.3,22.200000000004366,0,0.2771977009562109,0.787799549607137,0.4233313628963709,0.36762536873155666,0.0,0.8526885414877166,0.33027290201090853,0.3488772340356681,win,win,win
1h,8.3,60.887500000004366,0,0.6668504338294071,1.2017356078798334,0.4842443126646368,0.03074772886092942,3.074772886092942,0.7541942344045338,0.4199441046619956,1.2658743941190598,win,win,win
1h,DL,27.900000000001455,1,0.7469814640900894,1.121122937777793,0.417891229947091,0.5720476706392166,57.20476706392166,0.7246573724007532,0.5417383681288301,-0.0033411159299887618,win,win,win
1h,8.2,27.900000000001455,1,0.7469814640900894,1.121122937777793,0.417891229947091,0.5720476706392166,57.20476706392166,0.7246573724007532,0.5417383681288301,-0.0033411159299887618,win,win,win
1h,8.3,27.900000000001455,1,0.7469814640900894,1.121122937777793,0.417891229947091,0.5720476706392166,57.20476706392166,0.7246573724007532,0.5417383681288301,-0.0033411159299887618,win,win,win
1h,PFR,20.88749999999709,2,0.6290706584204403,1.4785609588862447,0.7345293460124257,0.5820833333333364,18.77083333333303,0.8285234742878471,0.2680169335618432,-0.34940944586012246,loss,loss,loss
1h,DL,52.02499999999418,1,1.0999745400319003,0.40080029508753784,0.8700004152925763,0.19417659292871395,19.417659292871395,0.7766249296567251,-0.23620754117035236,-0.5376644908665145,loss,loss,loss
1h,8.2,52.02499999999418,1,1.0999745400319003,0.40080029508753784,0.8700004152925763,0.19417659292871395,19.417659292871395,0.7766249296567251,-0.23620754117035236,-0.5376644908665145,loss,loss,loss
1h,8.2,21.48750000000291,2,0.8450923159294684,0.8656088094209459,0.9000718892949672,0.3715032679738524,37.15032679738524,0.8041624974984979,0.25811228757690596,-0.6898568996061608,loss,loss,loss
1h,8.3,21.48750000000291,2,0.8450923159294684,0.8656088094209459,0.9000718892949672,0.3715032679738524,37.15032679738524,0.8041624974984979,0.25811228757690596,-0.6898568996061608,loss,loss,loss
1h,DL,33.46249999999418,3,0.8495828943505094,0.8384806855395635,0.865995420675941,0.6344827586206853,63.44827586206853,0.8031218731238737,-0.06736784934670004,-0.5495363427784387,loss,loss,loss
1h,8.3,90.1875,2,0.6094495250777997,1.1554416969545578,0.49312984926684356,0.7050610820244354,25.34904013961574,0.7966908431550305,0.8679463200627513,-0.5888866521508377,win,loss,loss
1h,PFR,3.937499999992724,1,0.4473327972803869,1.483862792721841,0.551704126510256,0.9993188010898786,37.32970027248081,0.8115351629502547,-0.09788366993966902,-0.01961423273471734,loss,loss,loss
1h,PFR,72.11250000000291,0,0.20797872876149667,2.732755316319001,0.6416009746567632,0.9059439763151893,31.306460183709145,0.9328418884492377,1.3015095670666055,2.409158588347502,win,win,win
1h,8.2,89.56249999999272,3,0.8522428190187176,2.3672648906813327,0.6588098420344383,0.16546610169491216,16.546610169491217,0.7397162396652038,1.1311010167295965,-0.14546081794309168,win,win,win
1h,8.3,89.56249999999272,3,0.8522428190187176,2.3672648906813327,0.6588098420344383,0.16546610169491216,16.546610169491217,0.7397162396652038,1.1311010167295965,-0.14546081794309168,win,win,win
1h,8.3,107.16249999999854,1,0.43404707014080757,3.3082600827648565,0.7695866275473915,0.7654680919987209,17.816650469711863,0.8715204477392131,1.1784514621933306,-0.8337815652327013,loss,loss,loss
1h,8.3,89.09999999999127,2,1.0456258284724167,3.830634309709221,0.7252163859219418,0.19451530612244838,19.451530612244838,0.682254552652415,1.2770021283368793,-0.3546773867404216,loss,loss,loss
1h,PFR,138.75000000000728,3,0.36053816916958026,4.469860825985532,0.7606449196792198,0.8402084884586811,21.37006701414743,0.8876313251789095,2.171615210824518,0.23745176689992467,win,win,win
1h,8.3,176.8874999999971,3,0.3250888180842375,6.929847081645331,0.8784859018926219,0.5556835637480811,55.56835637480811,0.9209126329986518,0.64687679795985,-1.5170987024292046,loss,loss,loss
1h,8.3,169.72499999999854,1,1.0235205670712038,4.819905300000217,1.2056953384563587,0.809718860547389,73.46862781604908,0.7640254686947299,1.2409132569147108,-0.48249664785904606,loss,loss,loss
1h,PFR,67.18750000000728,2,0.6525554513269025,5.311996715991802,0.9900162932249643,0.7536474527624961,56.565414972496555,0.8848023504273497,1.683295728888723,-1.7662311613409385,loss,loss,loss
1h,PFR,16.950000000004366,28,2.0797651829212915,1.1756264999587789,0.7127140945594141,0.7588149384519135,39.47423325683355,0.5784073309241119,0.4851964618697746,-0.9852463903935009,loss,loss,loss
1h,8.3,125.88749999999709,1,0.3120638348299938,3.132278118987492,0.9603186134377906,0.8650519031142027,39.13180245360064,0.9179299730665685,1.9573544815202792,-0.6594855104799484,loss,loss,loss
1h,8.3,93.57499999999709,21,0.9313494926949915,1.1404004337249491,0.7612341007600968,0.3939736346515953,39.39736346515953,0.759945536348567,1.1969561324977507,0.9249349841439947,loss,loss,loss
1h,8.2,114.32499999999709,22,1.241458490968435,0.7879370629012011,0.7631595795459394,0.4043819312956324,40.43819312956324,0.6342647407056571,0.2670925911095523,-0.09641254048005472,loss,loss,loss
1h,8.3,114.32499999999709,22,1.241458490968435,0.7879370629012011,0.7631595795459394,0.4043819312956324,40.43819312956324,0.6342647407056571,0.2670925911095523,-0.09641254048005472,loss,loss,loss
1h,DL,135.6125000000029,2,0.836737597903487,1.5977388318774675,0.8187605661592887,0.2470103092783265,24.70103092783265,0.8591496581665751,0.8160232917008292,-1.2124922391222281,win,win,win
1h,8.3,178.35000000000582,3,0.6264044444180802,1.8242167679736494,0.789624639297528,0.6688741721854405,17.427675148134707,0.894555616547734,0.9633731463312145,-0.9310571668271328,win,win,win
1h,DL,29.57500000001164,3,0.27273037193604477,2.2132772938431753,0.5504770652603841,0.7134052388289677,71.34052388289676,0.9407521895929931,0.6102539410052898,-0.2874680726094899,win,win,loss
1h,8.3,44.33749999999418,2,0.4579514627172123,2.9108275739337475,0.6845000903870082,0.4962302947223925,49.62302947223925,0.7695202952029498,0.5045756782086519,-0.9810035086822845,win,win,win
1h,DL,61.16250000000582,3,0.49563751008138424,2.8322688696264424,0.6738014185292996,0.5582329317268904,55.823293172689034,0.7505535055350554,-0.1474457452631861,-0.8064941002043257,loss,loss,loss
1h,8.3,61.16250000000582,3,0.49563751008138424,2.8322688696264424,0.6738014185292996,0.5582329317268904,55.823293172689034,0.7505535055350554,-0.1474457452631861,-0.8064941002043257,win,win,win
1h,8.2,13.14999999999418,1,0.45668922283739477,2.668753562595021,0.48119185580891716,0.341994382022448,34.1994382022448,0.7782676717394371,0.28937772721167043,-0.5251404711749147,win,win,win
1h,8.3,13.14999999999418,1,0.45668922283739477,2.668753562595021,0.48119185580891716,0.341994382022448,34.1994382022448,0.7782676717394371,0.28937772721167043,-0.5251404711749147,win,win,win
1h,8.3,52.31249999998545,4,0.13094296511116116,2.8691996347243247,0.33860808955184674,0.9525193798450163,66.52131782946064,0.9103309929789426,0.18955089661982782,-0.5225974580531404,win,win,win
1h,8.3,101.05000000000291,1,0.8066968667530445,3.600320764789605,0.5030887133267129,0.528874776741423,52.8874776741423,0.7217361042060263,1.0226743955622952,0.4872898021182746,loss,loss,loss
1h,8.3,87.48750000000291,2,1.0371610957932587,3.3158855804791574,0.49630207723245373,0.14025974025975707,14.025974025975707,0.6378277719059875,0.7003047608990842,0.5088067225387362,loss,loss,loss
1h,8.2,3.0499999999883585,30,2.0117696741359796,0.894157719774729,0.4218626845524485,0.2811080835603769,28.11080835603769,0.7514254038644219,0.534867695292518,-0.13903004063540872,win,win,win
1h,8.3,3.0499999999883585,30,2.0117696741359796,0.894157719774729,0.4218626845524485,0.2811080835603769,28.11080835603769,0.7514254038644219,0.534867695292518,-0.13903004063540872,win,win,win
1h,PFR,6.23750000000291,31,1.9915914427003127,0.8407479969874359,0.42535776838327227,0.8086263138818267,75.78832910474654,0.7625118783655306,0.5228675077092237,2.151979178974831,win,win,win
1h,8.3,170.39999999999418,1,0.6206453794807147,2.317170969490295,0.5788003840610116,0.5427860696517702,41.29353233830846,0.8259454245870712,1.6617924078838442,-1.01947013666995,win,win,win
1h,8.2,161.10000000000582,1,0.5047461310192569,2.329476591160336,0.6055534899074054,0.5384146341463593,53.841463414635925,0.8474979455905919,-0.03293674993383178,-0.9230899121489936,loss,loss,loss
1h,8.3,161.10000000000582,1,0.5047461310192569,2.329476591160336,0.6055534899074054,0.5384146341463593,53.841463414635925,0.8474979455905919,-0.03293674993383178,-0.9230899121489936,loss,loss,loss
1h,DL,93.5625,2,0.6025174320646839,2.171052088258649,0.5995551916255847,0.2710753649091474,27.10753649091474,0.8179577007914901,0.1630050632546176,-0.5431417040421693,loss,loss,loss
1h,8.3,124.25,3,0.5060344790564713,2.2119232611302464,0.5965484114035102,0.5048198883815173,16.286149162863964,0.8471086890705414,0.22249748014031567,-1.3715472806959148,loss,loss,loss
1h,PFR,79.26250000000437,4,0.7676989991091547,0.6224597160676103,1.1465763397218522,0.48134816753926457,33.90052356020911,0.8507335959788073,-0.2021972925589255,-1.2936867239030883,loss,loss,loss
1h,8.3,79.26250000000437,4,0.7676989991091547,0.6224597160676103,1.1465763397218522,0.48134816753926457,33.90052356020911,0.8507335959788073,-0.2021972925589255,-1.2936867239030883,loss,loss,loss
1h,PFR,113.4375,5,0.6118884172649355,0.8649969390806764,1.1577342088408251,0.7017512186315148,54.07113197328023,0.881028392881401,0.2973735237087993,-0.9505404001503315,win,loss,loss
1h,8.3,71.3125,0,0.6851451925443497,1.8109418844716678,1.105624857424581,0.15875718237922604,15.875718237922603,0.8179180101335777,0.941584751435709,-0.13680083770922452,loss,loss,loss
1h,PFR,30.375,2,0.7534343921048055,1.900421478989637,1.0434782825638056,0.9124343257443085,28.371278458844618,0.7997696913864558,0.6369214059372297,0.6021844998598368,loss,loss,loss
1h,DL,202.58750000000873,18,1.6483002228931742,2.454701054698555,1.4210742028973833,0.1783174327840467,17.83174327840467,0.7005573223338267,2.9744654364249223,-0.7055326353788313,win,win,win
1h,8.2,202.58750000000873,18,1.6483002228931742,2.454701054698555,1.4210742028973833,0.1783174327840467,17.83174327840467,0.7005573223338267,2.9744654364249223,-0.7055326353788313,win,win,win
1h,8.3,202.58750000000873,18,1.6483002228931742,2.454701054698555,1.4210742028973833,0.1783174327840467,17.83174327840467,0.7005573223338267,2.9744654364249223,-0.7055326353788313,win,win,win
1h,PFR,59.3125,23,0.6574135379005108,3.4867757192957405,1.2276569574206377,0.7004913076341631,49.905517762660615,0.8850840269645855,1.007493197614573,-0.8213142104500817,win,win,loss
1h,PFR,144.81250000000728,0,1.0142469818758624,4.298985272840914,1.210022325399169,0.5909968288983894,16.979181028540133,0.850805944627456,1.2909929625139815,2.091766587167468,win,win,win
1h,8.3,244.4375,1,0.8908801347600316,5.8694105570983,1.2063942774858598,0.016297087897404482,1.6297087897404483,0.8964230896267658,3.5959334823923994,-0.6222749919364273,loss,loss,loss
1h,PFR,262.08750000000146,2,0.7531789096536198,5.8258852442482585,1.2392025459260134,0.3005483207676523,15.935572309801275,0.912432726495561,0.8509388176518362,-0.316716456825091,win,win,win
1h,8.3,262.08750000000146,2,0.7531789096536198,5.8258852442482585,1.2392025459260134,0.3005483207676523,15.935572309801275,0.912432726495561,0.8509388176518362,-0.316716456825091,win,win,win
1h,8.2,206.89999999999418,1,2.4687619050655254,8.026391273705686,1.662780460026939,0.1911764705882335,19.11764705882335,0.7455101135411356,3.027665055818418,-0.662702620209265,loss,loss,loss
1h,8.3,206.89999999999418,1,2.4687619050655254,8.026391273705686,1.662780460026939,0.1911764705882335,19.11764705882335,0.7455101135411356,3.027665055818418,-0.662702620209265,loss,loss,loss
1h,PFR,240.9250000000029,2,2.1821636415513286,8.18408221400732,1.699590030269925,0.8129073482428096,58.31309904153299,0.7750538129118126,3.192451789521833,-0.7150931297999918,loss,loss,loss
1h,8.2,37.0625,12,1.2385679414157829,3.0452599573489643,0.6200945665987863,0.037609694943586146,3.7609694943586147,0.5375501275975226,-0.198324274989925,-0.9012275273395819,loss,loss,loss
1h,DL,43.3125,22,0.8942229454841334,2.5740031565669215,0.4890412581646633,0.23411885245900496,23.411885245900496,0.7093798052280882,0.2658917664103866,0.037818743542668475,win,loss,loss
1h,8.2,43.3125,22,0.8942229454841334,2.5740031565669215,0.4890412581646633,0.23411885245900496,23.411885245900496,0.7093798052280882,0.2658917664103866,0.037818743542668475,win,win,win
1h,DL,51.16249999999127,23,0.9114727420667185,2.452135485473895,0.46736580521329607,0.8778586278586288,87.78586278586288,0.698513582778064,-0.06187671925366178,-0.47800751406265846,win,win,win
1h,8.2,267.1125000000029,1,1.2506438451651969,1.6232614877367157,0.9378918166470861,0.07738760903600683,7.738760903600683,0.7571541252563482,2.380844085287892,0.2282162690872813,win,loss,loss
1h,PFR,248.9875000000029,2,1.2178219591416264,1.6591124392025962,0.9909094668810962,0.7943037974683552,76.65107319757793,0.7635273702476731,1.9942589768496832,0.45590131439569503,win,loss,loss
1h,DL,38.76249999999709,2,0.5031204188481724,1.055126349750015,0.3628607800045436,0.6770949720670228,67.70949720670228,0.6918419702411464,0.16495360047494856,-0.23813967652590326,loss,loss,loss
1h,8.2,38.76249999999709,2,0.5031204188481724,1.055126349750015,0.3628607800045436,0.6770949720670228,67.70949720670228,0.6918419702411464,0.16495360047494856,-0.23813967652590326,loss,loss,loss
1h,8.3,38.76249999999709,2,0.5031204188481724,1.055126349750015,0.3628607800045436,0.6770949720670228,67.70949720670228,0.6918419702411464,0.16495360047494856,-0.23813967652590326,loss,loss,loss
1h,PFR,3.587500000001455,6,0.9329720971619055,1.5102657762515397,0.5422532109318663,0.9468782338737448,49.775784753363986,0.49460431654676257,0.6186276212427622,-0.181327813329965,win,win,loss
1h,8.2,42.362500000010186,1,0.756019107117368,1.5444010936168855,0.6640623413459602,0.015328467153291753,1.5328467153291752,0.5948229852339457,0.19890876673214208,1.6685707545160064,loss,loss,loss
1h,8.3,42.362500000010186,1,0.756019107117368,1.5444010936168855,0.6640623413459602,0.015328467153291753,1.5328467153291752,0.5948229852339457,0.19890876673214208,1.6685707545160064,loss,loss,loss
1h,8.2,187.97500000000582,2,0.7833068321038549,2.6591717604678373,0.7070607553366167,0.63528831936915,63.528831936915,0.8566658716909126,0.6754679177535916,-0.9729530145651316,loss,loss,loss
1h,8.3,187.97500000000582,2,0.7833068321038549,2.6591717604678373,0.7070607553366167,0.63528831936915,63.528831936915,0.8566658716909126,0.6754679177535916,-0.9729530145651316,loss,loss,loss
1h,PFR,68.4375,0,0.31799597637743937,0.8224814744749216,0.6513397626678858,0.8514458955223894,52.184390547263845,0.8585596921027321,0.8245517478174369,3.180570981309709,win,win,loss
1h,8.3,162.79999999999563,1,0.9499396375664715,2.903787936628924,1.082484838186855,0.5519086692829152,54.816268283982104,0.8033303179549036,2.257447974445004,0.7943391087644227,loss,loss,loss
1h,DL,36.53750000000582,31,1.9877527373473587,0.6664748718489673,0.5797775569475783,0.24057315233785864,24.057315233785864,0.37818599311136514,0.2584052045224938,-1.0385275930006819,win,win,win
1h,8.2,36.53750000000582,31,1.9877527373473587,0.6664748718489673,0.5797775569475783,0.24057315233785864,24.057315233785864,0.37818599311136514,0.2584052045224938,-1.0385275930006819,win,win,win
1h,8.3,36.53750000000582,31,1.9877527373473587,0.6664748718489673,0.5797775569475783,0.24057315233785864,24.057315233785864,0.37818599311136514,0.2584052045224938,-1.0385275930006819,win,win,win
1h,8.2,33.39999999999418,37,1.292047370754808,1.2010500635555341,0.4996779595517207,0.058204153261191494,5.820415326119149,0.7222699914015461,0.5138160149761539,0.56534764618297,win,win,win
1h,8.2,23.86250000000291,12,1.3843119517290867,4.616518034231138,0.6830287497214191,0.11882873680626808,11.882873680626808,0.7820674287928691,0.2209238148993098,-0.7728839472374864,loss,loss,loss
1h,8.3,23.86250000000291,12,1.3843119517290867,4.616518034231138,0.6830287497214191,0.11882873680626808,11.882873680626808,0.7820674287928691,0.2209238148993098,-0.7728839472374864,loss,loss,loss
1h,8.3,113.98749999999563,1,0.2989586945470314,1.1692580727915327,0.634683726635924,1.0,49.08136482939536,0.9148854595993489,1.3863711448560245,-1.701094049402168,win,win,win
1h,PFR,61.987499999995634,3,0.3758558960930385,1.4238216556101062,0.6860347193223189,0.9690322580645161,75.97419354838748,0.873530481153801,0.6894907270049933,0.3475121557987145,win,loss,loss
1h,8.3,61.987499999995634,3,0.3758558960930385,1.4238216556101062,0.6860347193223189,0.9690322580645161,75.97419354838748,0.873530481153801,0.6894907270049933,0.3475121557987145,win,loss,loss
1h,8.2,96.75,2,0.927639947464756,3.6174066066552326,0.8289218610199792,0.17363666778187087,17.36366677818709,0.6752353367125283,1.2199932379127754,0.7204578515136211,loss,loss,loss
1h,8.3,96.75,2,0.927639947464756,3.6174066066552326,0.8289218610199792,0.17363666778187087,17.36366677818709,0.6752353367125283,1.2199932379127754,0.7204578515136211,loss,loss,loss
1h,PFR,83.57499999999709,3,0.7549355202333061,3.7282782516711603,0.8096781284439515,0.6821247892074098,25.969645868465136,0.7356987690079648,0.7615714410709629,-1.0769853242011227,loss,loss,loss
1h,DL,102.47500000000582,5,0.7087431185386605,3.635840204857406,0.7990844366632012,0.7978184651343959,79.78184651343959,0.7309604815493335,-0.5376529738390534,-0.5164731924625945,loss,loss,loss
1h,DL,202.9875000000029,3,1.0744932522790134,1.9366337033287186,1.0348945980602609,0.35909669211194745,35.909669211194746,0.7430999628697537,0.0879891340402672,0.05047839211099091,win,win,win
1h,8.2,202.9875000000029,3,1.0744932522790134,1.9366337033287186,1.0348945980602609,0.35909669211194745,35.909669211194746,0.7430999628697537,0.0879891340402672,0.05047839211099091,win,win,win
1h,8.3,202.9875000000029,3,1.0744932522790134,1.9366337033287186,1.0348945980602609,0.35909669211194745,35.909669211194746,0.7430999628697537,0.0879891340402672,0.05047839211099091,win,win,win
1h,PFR,187.6374999999971,4,0.8795073240510903,2.0619464535549215,1.0204117160205963,1.0,55.92823712948418,0.7897190478155023,-0.3777249787551451,-0.8801025535117987,win,win,win
1h,DL,77.38749999999709,3,0.8708756996428204,2.3761242214567386,0.8008848128573474,0.20831651190958786,20.831651190958787,0.8262101454222713,0.6293097909420453,-0.7672912669188734,loss,loss,loss
1h,8.2,77.38749999999709,3,0.8708756996428204,2.3761242214567386,0.8008848128573474,0.20831651190958786,20.831651190958787,0.8262101454222713,0.6293097909420453,-0.7672912669188734,loss,loss,loss
1h,8.3,77.38749999999709,3,0.8708756996428204,2.3761242214567386,0.8008848128573474,0.20831651190958786,20.831651190958787,0.8262101454222713,0.6293097909420453,-0.7672912669188734,loss,loss,loss
1h,DL,59.599999999998545,4,0.9209968114077727,2.2471512420195667,0.7225483425414365,0.4186046511627907,41.86046511627907,0.8162080972212735,-0.33537010302004955,-0.8649197286006731,loss,loss,loss
1h,8.3,190.63750000000437,0,0.6668924114716098,3.433608592976417,0.7383963461135706,0.2564627115491951,1.5250139482977745,0.8302767872304314,2.902530145048754,0.8156610023604896,win,loss,loss
1h,DL,15.48750000000291,25,1.0444445911335274,2.0789856705261247,0.3755116471267357,0.4976303317535602,49.76303317535602,0.6291536050156724,0.3655505435555817,-1.432608214791119,win,loss,loss
1h,8.3,15.48750000000291,25,1.0444445911335274,2.0789856705261247,0.3755116471267357,0.4976303317535602,49.76303317535602,0.6291536050156724,0.3655505435555817,-1.432608214791119,win,loss,loss
1h,8.2,13.01249999999709,3,0.24451298259358994,2.015535899582728,0.32354777907229093,0.3273121387283413,32.73121387283413,0.8326896865061374,0.21846477630707017,-0.5112620106288837,loss,loss,loss
1h,8.3,13.01249999999709,3,0.24451298259358994,2.015535899582728,0.32354777907229093,0.3273121387283413,32.73121387283413,0.8326896865061374,0.21846477630707017,-0.5112620106288837,loss,loss,loss
1h,8.3,251.3125,2,0.6384827718891468,2.8669608021139266,0.8216923498514159,0.8781102362204816,61.32283464566838,0.8954143631653452,2.688480060931009,-0.04960570386309676,loss,loss,loss
1h,8.2,163.6374999999971,3,1.3366398784339284,2.1292934330523856,0.870071344646273,0.20873929731325827,20.873929731325827,0.7810538685468573,2.677521544885808,0.009651586181921978,loss,loss,loss
1h,8.3,198.10000000000582,2,0.6108224762209233,4.6837059359371,1.2154583657601852,0.7715283165244454,39.197051978277564,0.8880948894420857,3.3268462767009455,-0.6148527391620389,win,win,win
1h,8.3,231.625,4,0.8023339461274102,4.382581486520822,1.130828734929094,0.7184129429892182,71.84129429892182,0.8530092253624245,0.5185233181604687,-0.7662291846867869,loss,loss,loss
1h,8.3,224.1125000000029,5,0.9447686036288067,4.18154900951742,1.1162472218892079,0.3354319692200104,33.54319692200104,0.8269146287889881,-0.39015090014419274,-0.7148804226485669,win,win,win
1h,8.3,106.4375,2,0.5440283992806643,4.679406952675686,0.6295500141702233,0.5552514539856356,55.52514539856356,0.8171620275724684,1.1967675690430557,-1.0283486882970174,loss,loss,loss
1h,8.2,70.93749999999272,3,0.9668669859922067,4.12096495932376,0.6125849568735864,0.32455922522970687,32.45592252297069,0.6043528210365073,0.6357251879359538,-0.8118139136481705,loss,loss,loss
1h,8.3,70.93749999999272,3,0.9668669859922067,4.12096495932376,0.6125849568735864,0.32455922522970687,32.45592252297069,0.6043528210365073,0.6357251879359538,-0.8118139136481705,loss,loss,loss
1h,8.3,22.98750000000291,1,0.14979403320434861,1.2600358316254903,0.26117640835303396,0.8879946344734828,58.350100603619445,0.8330692023243482,0.21282028104328,0.02636444225874865,loss,loss,loss
1h,8.3,100.23750000000291,2,0.6993749999999977,0.731853472388505,0.7751533717508255,0.8425235966219591,84.25235966219591,0.7305237808549075,0.665746902130615,1.61504651963363,loss,loss,loss
1h,8.2,73.25,1,0.6619221869871488,0.4896844019786061,0.5011501142014789,0.13345953620445256,13.345953620445256,0.6561839752966041,0.7035328896868087,-0.2830115959996665,loss,loss,loss
1h,DL,43.549999999995634,3,0.7412402084483907,0.3858784777978429,0.4830084118645578,0.4360254083484479,43.60254083484479,0.6149845603770491,0.26945615687563595,-0.404646382055038,loss,loss,loss
1h,8.2,43.549999999995634,3,0.7412402084483907,0.3858784777978429,0.4830084118645578,0.4360254083484479,43.60254083484479,0.6149845603770491,0.26945615687563595,-0.404646382055038,loss,loss,loss
1h,8.3,43.549999999995634,3,0.7412402084483907,0.3858784777978429,0.4830084118645578,0.4360254083484479,43.60254083484479,0.6149845603770491,0.26945615687563595,-0.404646382055038,loss,loss,loss
1h,8.2,64.97499999999854,1,0.8893396927651185,1.1419711694962593,0.6796806066981701,0.19765970904490557,19.76597090449056,0.6956060846981482,1.2188641647293164,1.0464942701331752,win,win,loss
1h,8.3,64.97499999999854,1,0.8893396927651185,1.1419711694962593,0.6796806066981701,0.19765970904490557,19.76597090449056,0.6956060846981482,1.2188641647293164,1.0464942701331752,win,win,loss
1h,PFR,81.35000000000582,32,1.5824074074074097,0.3399721300144296,0.4826148878796798,0.5350515463917488,31.67525773195914,0.8543383785403854,0.584822991681877,0.11626706364262235,win,win,win
1h,8.3,81.35000000000582,32,1.5824074074074097,0.3399721300144296,0.4826148878796798,0.5350515463917488,31.67525773195914,0.8543383785403854,0.584822991681877,0.11626706364262235,win,win,win
1h,DL,104.88749999999709,1,0.4520886495609717,1.2998231973075192,0.5253183761176652,0.6941001487357437,69.41001487357437,0.8583740860891877,1.126238226155163,0.6864249965585534,win,win,win
1h,8.3,88.83750000000146,0,1.2364383582650345,1.2814190551304825,0.5730903715849033,0.06396563733456984,6.396563733456984,0.6871289433859752,0.9887949120809925,3.6874467780505205,loss,loss,loss
1h,8.3,109.86250000000291,1,0.8320668693009119,2.4766458880652014,0.737278812524972,0.9158156224123661,51.228263869722426,0.8270470053070507,1.312430908345652,-0.17281974673971298,loss,loss,loss
1h,PFR,76.25,4,1.189665653495445,2.0173737483573166,0.809730787721228,0.7127090877737448,4.897396102776579,0.7140561075394494,-0.4538105386933222,1.072689589401395,win,win,win
1h,PFR,10.849999999998545,10,0.7021276595744681,2.3084320586489353,0.8141182335372538,0.8905440414507793,10.686528497409352,0.7931034482758621,0.4194260824927687,-0.7629960110460672,win,win,loss
1h,8.3,39.337500000001455,12,0.7113981762917911,2.2193134278757594,0.6372515898490183,0.9012089810017322,70.15544041450727,0.7725019440124422,0.17879239994296192,-0.8500765206020822,win,win,win
1h,8.2,75.19999999999709,1,0.776740237691004,2.1682955743606858,0.5571279288119384,0.011284434118823175,1.1284434118823174,0.6943085550650266,0.18934088860111942,-0.28653707271399326,loss,loss,loss
1h,PFR,54.599999999998545,3,0.3897344166868873,2.4674597468214188,0.5558329853081531,0.7255476970846876,20.35535621873393,0.8115240818121794,0.4155014593743678,0.6757481262443931,loss,loss,loss
